ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
CHD,aios:bounded:sp500:chd,aios:issuer:sec:0000313927,0000313927,CHURCH & DWIGHT CO INC /DE/,CHD,2023-08-01,2025-01-01,yfinance,CHD,358,2023-08-01,2024-12-31,45be2c15c372a4290987e786f0630e3f92faa11d4f97af0f8a6c16bf88c1685f,,74934eede896b3829cbe1079b7ba449247a7af96016422d1e8f93d62cc9710c1,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000313927.json,https://query1.finance.yahoo.com/v8/finance/chart/CHD
CHRW,aios:bounded:sp500:chrw,aios:issuer:sec:0001043277,0001043277,"C. H. ROBINSON WORLDWIDE, INC.",CHRW,2023-08-01,2025-01-01,yfinance,CHRW,358,2023-08-01,2024-12-31,2189a8f8689c81a12f1ab7bca222aeb49f38a0e0f3c52e3bdb21b4e36fa0c4bb,,fac50518b46456e1d1196eec20cf7623c6e5968ab7808cbed5824140c863e9b3,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001043277.json,https://query1.finance.yahoo.com/v8/finance/chart/CHRW
CHTR,aios:bounded:sp500:chtr,aios:issuer:sec:0001091667,0001091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,2023-08-01,2025-01-01,yfinance,CHTR,358,2023-08-01,2024-12-31,6e617302d6942a28c324c96dc36f068d577d051e428c2e89be3e12ef2e0dc3f3,,f58a29fb546726f2ac1a0b1cc47000472d8dc2bae5828e42b7fe7ab5f08b6703,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001091667.json,https://query1.finance.yahoo.com/v8/finance/chart/CHTR
CI,aios:bounded:sp500:ci,aios:issuer:sec:0001739940,0001739940,Cigna Group,CI,2023-08-01,2025-01-01,yfinance,CI,358,2023-08-01,2024-12-31,3bd02236e405088a0194b546f1b4d7b191c9605b2db7c83cc378eeb7cdf93091,,3bc8876e143575267bf663df2e7f097a0ddafc9de68ff3d09dde9e8a4b407519,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001739940.json,https://query1.finance.yahoo.com/v8/finance/chart/CI
CINF,aios:bounded:sp500:cinf,aios:issuer:sec:0000020286,0000020286,CINCINNATI FINANCIAL CORP,CINF,2023-08-01,2025-01-01,yfinance,CINF,358,2023-08-01,2024-12-31,12863e74318548482c5c3f795e33c3e6b3c275ca2d02f20de41eba3219c0812f,,608365035af5d0e28f0c6b0ba6a8982e1054f7b3789044481a29a843eef6958a,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000020286.json,https://query1.finance.yahoo.com/v8/finance/chart/CINF
CL,aios:bounded:sp500:cl,aios:issuer:sec:0000021665,0000021665,COLGATE PALMOLIVE CO,CL,2023-08-01,2025-01-01,yfinance,CL,358,2023-08-01,2024-12-31,4f66eabd400e06d0fe96193f6f2657003dc1fdfdac930dcb68a7a3180e1c23ad,,25841675c5569be0f393b6088c0bb4f2158ddb9f86bc1a2592fe5b71cbd91897,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000021665.json,https://query1.finance.yahoo.com/v8/finance/chart/CL
CLX,aios:bounded:sp500:clx,aios:issuer:sec:0000021076,0000021076,CLOROX CO /DE/,CLX,2023-08-01,2025-01-01,yfinance,CLX,358,2023-08-01,2024-12-31,fa43090b2e607160da46d6dcc72e02b05c7df66a565f41ddda592115f8178336,,59cd601afaeea621953b82fb8f00863a5049d30bbaa709a0192e6c55e82b2103,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000021076.json,https://query1.finance.yahoo.com/v8/finance/chart/CLX
CMCSA,aios:bounded:sp500:cmcsa,aios:issuer:sec:0001166691,0001166691,COMCAST CORP,CMCSA,2023-08-01,2025-01-01,yfinance,CMCSA,358,2023-08-01,2024-12-31,54641d813be014c7742946ec7250f301ccb6eea1eaca58f9cdcbc13f4496afc5,,f61d7a7376c238316829d83e73506e06b72e9a8e5eb8cf1ca63c23a577d2ed1d,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001166691.json,https://query1.finance.yahoo.com/v8/finance/chart/CMCSA
CME,aios:bounded:sp500:cme,aios:issuer:sec:0001156375,0001156375,CME GROUP INC.,CME,2023-08-01,2025-01-01,yfinance,CME,358,2023-08-01,2024-12-31,a0294d7adc68172a1340b6a81bfd3da1a2259ede9e3d4e85493dce5d5a6237ba,,f81b588aea0a175f18fd5c4abcae8401acef2b91be7cef5acd2d40a478d1b978,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001156375.json,https://query1.finance.yahoo.com/v8/finance/chart/CME
CMG,aios:bounded:sp500:cmg,aios:issuer:sec:0001058090,0001058090,CHIPOTLE MEXICAN GRILL INC,CMG,2023-08-01,2025-01-01,yfinance,CMG,358,2023-08-01,2024-12-31,dcd175e087271183ca53c1d7d7f944bd7d793300efa1d4e708fe6227a2888d99,,960510a17e1fe881a59f6ec1d791c0ecfb855efccbdbd12e06436d6bba562a8f,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001058090.json,https://query1.finance.yahoo.com/v8/finance/chart/CMG
CMI,aios:bounded:sp500:cmi,aios:issuer:sec:0000026172,0000026172,CUMMINS INC,CMI,2023-08-01,2025-01-01,yfinance,CMI,358,2023-08-01,2024-12-31,da9db2647ccb836037349772b7434c752d0d942ac71be99468aece578d39f58f,,ca7a50a1cbce130654927ae043ba9e150be676e2378d70e378c668cedaa794d4,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000026172.json,https://query1.finance.yahoo.com/v8/finance/chart/CMI
CMS,aios:bounded:sp500:cms,aios:issuer:sec:0000811156,0000811156,CMS ENERGY CORP,CMS,2023-08-01,2025-01-01,yfinance,CMS,358,2023-08-01,2024-12-31,e6fdfd3dcb2deef581f8219cce3896517288ce4630ebf22c51c2ab82fab25b24,,22297ba3b06aeb9dc88bb3bd26a3f2c6f9f30646ddb50a9105176364fc07daa4,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000811156.json,https://query1.finance.yahoo.com/v8/finance/chart/CMS
CNC,aios:bounded:sp500:cnc,aios:issuer:sec:0001071739,0001071739,CENTENE CORP,CNC,2023-08-01,2025-01-01,yfinance,CNC,358,2023-08-01,2024-12-31,32b9c37ce2548cbba63a8d179f8e97e80486dc9769fcc2a09721e4c277539406,,d4bf22d906925c8f6cebf411d181417fe358e29f0338283752ab394eb3082a00,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001071739.json,https://query1.finance.yahoo.com/v8/finance/chart/CNC
CNP,aios:bounded:sp500:cnp,aios:issuer:sec:0001130310,0001130310,CENTERPOINT ENERGY INC,CNP,2023-08-01,2025-01-01,yfinance,CNP,358,2023-08-01,2024-12-31,2c50d3b8fe19a75ac07b396ebffde8e3f42c6a314a4ea9ef72ad36d36b9c66e5,,2c9def619cfea972919ca20e77b118f3352e4e481dbc774d0247ba43df16d326,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001130310.json,https://query1.finance.yahoo.com/v8/finance/chart/CNP
COF,aios:bounded:sp500:cof,aios:issuer:sec:0000927628,0000927628,CAPITAL ONE FINANCIAL CORP,COF,2023-08-01,2025-01-01,yfinance,COF,358,2023-08-01,2024-12-31,504b96096065827ea5ad2d968b24f37c4ef180e54294288678c6072e7644d0e6,,946e59036cde99f6c2e6a9f282659a7c472ba6cb88c81f13295f2ee097bbde79,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000927628.json,https://query1.finance.yahoo.com/v8/finance/chart/COF
