security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:tsla,aios:issuer:sec:0001318605,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001318605.json
aios:bounded:sp500:tsn,aios:issuer:sec:0000100493,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000100493.json
aios:bounded:sp500:tt,aios:issuer:sec:0001466258,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001466258.json
aios:bounded:sp500:ttwo,aios:issuer:sec:0000946581,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000946581.json
aios:bounded:sp500:txn,aios:issuer:sec:0000097476,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000097476.json
aios:bounded:sp500:txt,aios:issuer:sec:0000217346,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000217346.json
aios:bounded:sp500:tyl,aios:issuer:sec:0000860731,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000860731.json
aios:bounded:sp500:ual,aios:issuer:sec:0000100517,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000100517.json
aios:bounded:sp500:udr,aios:issuer:sec:0000074208,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000074208.json
aios:bounded:sp500:uhs,aios:issuer:sec:0000352915,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000352915.json
aios:bounded:sp500:ulta,aios:issuer:sec:0001403568,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001403568.json
aios:bounded:sp500:unh,aios:issuer:sec:0000731766,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000731766.json
aios:bounded:sp500:unp,aios:issuer:sec:0000100885,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000100885.json
aios:bounded:sp500:ups,aios:issuer:sec:0001090727,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001090727.json
aios:bounded:sp500:uri,aios:issuer:sec:0001067701,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001067701.json
aios:bounded:sp500:usb,aios:issuer:sec:0000036104,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000036104.json
aios:bounded:sp500:v,aios:issuer:sec:0001403161,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001403161.json
aios:bounded:sp500:vici,aios:issuer:sec:0001705696,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001705696.json
aios:bounded:sp500:vlo,aios:issuer:sec:0001035002,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001035002.json
aios:bounded:sp500:vmc,aios:issuer:sec:0001396009,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001396009.json
aios:bounded:sp500:vrsk,aios:issuer:sec:0001442145,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001442145.json
aios:bounded:sp500:vrsn,aios:issuer:sec:0001014473,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001014473.json
aios:bounded:sp500:vrtx,aios:issuer:sec:0000875320,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000875320.json
aios:bounded:sp500:vtr,aios:issuer:sec:0000740260,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000740260.json
aios:bounded:sp500:vtrs,aios:issuer:sec:0001792044,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001792044.json
