ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
IFF,aios:bounded:sp500:iff,aios:issuer:sec:0000051253,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,2023-08-01,2025-01-01,yfinance,IFF,358,2023-08-01,2024-12-31,265f44f62a30dfbf2f7b20b835e34d82527f17752c165b9f126a9b7a64fac2f5,,0a0ff59192c732f6f6cc27e63a91830439d32fc279b01b193a923feeed75f506,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000051253.json,https://query1.finance.yahoo.com/v8/finance/chart/IFF
INCY,aios:bounded:sp500:incy,aios:issuer:sec:0000879169,0000879169,INCYTE CORP,INCY,2023-08-01,2025-01-01,yfinance,INCY,358,2023-08-01,2024-12-31,39a0d94552be1ec59426c13c2e20338ad68745334685ed6ad03f07a3e4cbbb6f,,a6a4e56a02d76274c9f61bf44d9be6c8b973fd596d952ccb7f118b5b2ba4a5f5,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000879169.json,https://query1.finance.yahoo.com/v8/finance/chart/INCY
INTC,aios:bounded:sp500:intc,aios:issuer:sec:0000050863,0000050863,INTEL CORP,INTC,2023-08-01,2025-01-01,yfinance,INTC,358,2023-08-01,2024-12-31,561bd0c75eb2e177b8ab0a7d7d5e57d75f733b0d2e0b7526557f124849a492de,,ae006ab11a39599fa89a176ebc785e74608f0d9c6132533f149e3a4d997decb8,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000050863.json,https://query1.finance.yahoo.com/v8/finance/chart/INTC
INTU,aios:bounded:sp500:intu,aios:issuer:sec:0000896878,0000896878,INTUIT INC.,INTU,2023-08-01,2025-01-01,yfinance,INTU,358,2023-08-01,2024-12-31,3fe051aa0cf51dabfbe4a87f79cab029890659a9bd9b41aae4b398cbc6bfc117,,f9168a12ca5dc37d2ef24d602da61ab1714804dc4b5ae746a7ec5894a956ce39,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000896878.json,https://query1.finance.yahoo.com/v8/finance/chart/INTU
INVH,aios:bounded:sp500:invh,aios:issuer:sec:0001687229,0001687229,Invitation Homes Inc.,INVH,2023-08-01,2025-01-01,yfinance,INVH,358,2023-08-01,2024-12-31,def013c9a7681c12fdfc7e49a76a91b08365e963f44deaa1763823412de74e0b,,3580aa5c80fb721d867ca072795fd11b0a016765e2a90736761b6b78b4e73086,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001687229.json,https://query1.finance.yahoo.com/v8/finance/chart/INVH
IP,aios:bounded:sp500:ip,aios:issuer:sec:0000051434,0000051434,INTERNATIONAL PAPER CO /NEW/,IP,2023-08-01,2025-01-01,yfinance,IP,358,2023-08-01,2024-12-31,1da01f35ee96a2226878f5eb724d3387f5c9714030ce31fe556da75f86f5a527,,d22c230a83991139a4294bb41ce3db6334cfff30914da245c03bd100b200f54c,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000051434.json,https://query1.finance.yahoo.com/v8/finance/chart/IP
IPG,aios:bounded:sp500:ipg,,,,,2023-08-01,2025-01-01,yfinance,,,,,,,,rejected,SEC current ticker map has 0 records; manual review required,2026-07-17,,
IQV,aios:bounded:sp500:iqv,aios:issuer:sec:0001478242,0001478242,IQVIA HOLDINGS INC.,IQV,2023-08-01,2025-01-01,yfinance,IQV,358,2023-08-01,2024-12-31,9432f8fcd724194d142dcc0cc782439f32f54af9e569043f6ed2d656536de50c,,4970448206af7e1a0fb79da1199443da726652dd393da7cd984e6364728d8fa1,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001478242.json,https://query1.finance.yahoo.com/v8/finance/chart/IQV
IR,aios:bounded:sp500:ir,aios:issuer:sec:0001699150,0001699150,Ingersoll Rand Inc.,IR,2023-08-01,2025-01-01,yfinance,IR,358,2023-08-01,2024-12-31,3a1fdcc6988c194dce158b5cb300a83b15963ccae8aed54ab46338d9fa478dfb,,1b3bc6f2199f5f4e41ff1e5fff1304ef4cb4b85f98df98cf41f61db9a4b7faa5,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001699150.json,https://query1.finance.yahoo.com/v8/finance/chart/IR
IRM,aios:bounded:sp500:irm,aios:issuer:sec:0001020569,0001020569,IRON MOUNTAIN INC,IRM,2023-08-01,2025-01-01,yfinance,IRM,358,2023-08-01,2024-12-31,547478979f4290942cd991ac21a51f7efb52e5de07b4fd5d3ddb1f84a06378a2,,cefa6e024bd776f6176d4e3d2fde0d17bea22fe7b59f501b31b087cab44c8029,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001020569.json,https://query1.finance.yahoo.com/v8/finance/chart/IRM
ISRG,aios:bounded:sp500:isrg,aios:issuer:sec:0001035267,0001035267,INTUITIVE SURGICAL INC,ISRG,2023-08-01,2025-01-01,yfinance,ISRG,358,2023-08-01,2024-12-31,0ec5e214f991da79683c0991a83636aee9795771ca5736685ff8acbca72c2fcd,,a955ca25d821f63f614daae81d21054dae108903e78cce6571e4ea50afeeeadd,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001035267.json,https://query1.finance.yahoo.com/v8/finance/chart/ISRG
IT,aios:bounded:sp500:it,aios:issuer:sec:0000749251,0000749251,GARTNER INC,IT,2023-08-01,2025-01-01,yfinance,IT,358,2023-08-01,2024-12-31,1ff6ec6c61bace9639437d96ad975ee3bd040ddab0d7ea5afd4fe2cfabaa721f,,f3c35748f0f63683c807e43401687fde4901c8cd1dfff35d0489b34703276eec,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000749251.json,https://query1.finance.yahoo.com/v8/finance/chart/IT
ITW,aios:bounded:sp500:itw,aios:issuer:sec:0000049826,0000049826,ILLINOIS TOOL WORKS INC,ITW,2023-08-01,2025-01-01,yfinance,ITW,358,2023-08-01,2024-12-31,e6c4809b33f56d706ab01189d3c61eb2ff499905b2d4674d200ff2f1caf8a4c4,,76cdc9cc4c502ade06ce21e2698246eaa7ddeb5d8e6bf5d56c9f5da005ce793c,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000049826.json,https://query1.finance.yahoo.com/v8/finance/chart/ITW
IVZ,aios:bounded:sp500:ivz,aios:issuer:sec:0000914208,0000914208,Invesco Ltd.,IVZ,2023-08-01,2025-01-01,yfinance,IVZ,358,2023-08-01,2024-12-31,5b0b620d0c22ccaf95a0435ffc7a679c9393474ec837e6707ebbac1557e097a2,,1144fa68081bbf730e88123e72ea948ca2b4892285b3d893ea885686eb7c841c,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000914208.json,https://query1.finance.yahoo.com/v8/finance/chart/IVZ
J,aios:bounded:sp500:j,aios:issuer:sec:0000052988,0000052988,JACOBS SOLUTIONS INC.,J,2023-08-01,2025-01-01,yfinance,J,358,2023-08-01,2024-12-31,48c08c9d6bf718cb0b42f4e6e514819147cae659d4583bef198c2467206f6b08,,c0309d28657999f673df3dd8f14edc7ec35b63db1ab1128e4baf394f3d9d8e4b,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000052988.json,https://query1.finance.yahoo.com/v8/finance/chart/J
JBHT,aios:bounded:sp500:jbht,aios:issuer:sec:0000728535,0000728535,HUNT J B TRANSPORT SERVICES INC,JBHT,2023-08-01,2025-01-01,yfinance,JBHT,358,2023-08-01,2024-12-31,242f260abcd472802974b2e910f524b7e15d3dfcef9d721ec62c9998dc85bf5e,,540235cf6a876854e91edd6de08dda47b3adb16254bc543499baccabf1a4836b,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000728535.json,https://query1.finance.yahoo.com/v8/finance/chart/JBHT
JCI,aios:bounded:sp500:jci,aios:issuer:sec:0000833444,0000833444,Johnson Controls International plc,JCI,2023-08-01,2025-01-01,yfinance,JCI,358,2023-08-01,2024-12-31,6703892ca30e4b9888319adb07606f4b0aab5fa6aa037aeb6edf3fe7c54b65f4,,232bec422925a5b3175d6cb52983343e8b96402a3d1699ca50187c6d4e30d514,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000833444.json,https://query1.finance.yahoo.com/v8/finance/chart/JCI
JKHY,aios:bounded:sp500:jkhy,aios:issuer:sec:0000779152,0000779152,JACK HENRY & ASSOCIATES INC,JKHY,2023-08-01,2025-01-01,yfinance,JKHY,358,2023-08-01,2024-12-31,675a0b1d89be2acb263d0f6111add640197b144e827a54ce6071028318261a63,,8d8e914d8c6ac42fc7b54a89336e1e454bc0b423e71637358f44f8a242270641,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000779152.json,https://query1.finance.yahoo.com/v8/finance/chart/JKHY
JNJ,aios:bounded:sp500:jnj,aios:issuer:sec:0000200406,0000200406,JOHNSON & JOHNSON,JNJ,2023-08-01,2025-01-01,yfinance,JNJ,358,2023-08-01,2024-12-31,9e8bd456d380d22054f7d5f12598fa95967896f846cd4a9b65e6e6351b87bbc8,,65916ec816b7525886d58619f1ab4ebe587d9217d477b915d86d2d5380c4b8e7,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000200406.json,https://query1.finance.yahoo.com/v8/finance/chart/JNJ
JNPR,aios:bounded:sp500:jnpr,,,,,2023-08-01,2025-01-01,yfinance,,,,,,,,rejected,SEC current ticker map has 0 records; manual review required,2026-07-17,,
JPM,aios:bounded:sp500:jpm,aios:issuer:sec:0000019617,0000019617,JPMORGAN CHASE & CO,JPM,2023-08-01,2025-01-01,yfinance,JPM,358,2023-08-01,2024-12-31,a3d5e72840273e9d1c1750b0ab667817138e5a304989f984a7398b1da46cd390,https://data.sec.gov/submissions/CIK0000019617-submissions-020.json,c6338e3d4a6c4f665167602614dc970627bb7c359c92a4d823d2b59e85d2cf4e,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000019617.json,https://query1.finance.yahoo.com/v8/finance/chart/JPM
K,aios:bounded:sp500:k,,,,,2023-08-01,2025-01-01,yfinance,,,,,,,,rejected,SEC current ticker map has 0 records; manual review required,2026-07-17,,
KDP,aios:bounded:sp500:kdp,aios:issuer:sec:0001418135,0001418135,Keurig Dr Pepper Inc.,KDP,2023-08-01,2025-01-01,yfinance,KDP,358,2023-08-01,2024-12-31,5c64363fe629d2db3c043e17e753637eb8baceb9b0c3c8df4e599cab339d5520,,222f8be89f606026df0c31447612a4dc59f7c05a0202cce7c06e705a20bb3efa,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001418135.json,https://query1.finance.yahoo.com/v8/finance/chart/KDP
KEY,aios:bounded:sp500:key,aios:issuer:sec:0000091576,0000091576,KEYCORP /NEW/,KEY,2023-08-01,2025-01-01,yfinance,KEY,358,2023-08-01,2024-12-31,83f0467f658e525282a0efad1c00385035f03bda206972afb428e2e6f5ad1255,,da4e8b22a7c958aa86a9fbecf311dc98b94909b90a73a6a250364d4fc21da60b,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000091576.json,https://query1.finance.yahoo.com/v8/finance/chart/KEY
KEYS,aios:bounded:sp500:keys,aios:issuer:sec:0001601046,0001601046,"Keysight Technologies, Inc.",KEYS,2023-08-01,2025-01-01,yfinance,KEYS,358,2023-08-01,2024-12-31,6253d62043827f378662e93001e8691ef563e50a6e2a483df194e5059971b063,,d76af656a4fad1a998a1646076472ba1aec215359f9f7eb0afe7eb5c4ce4ad7e,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001601046.json,https://query1.finance.yahoo.com/v8/finance/chart/KEYS
