security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:coo,aios:issuer:sec:0000711404,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000711404.json
aios:bounded:sp500:cop,aios:issuer:sec:0001163165,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001163165.json
aios:bounded:sp500:cost,aios:issuer:sec:0000909832,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000909832.json
aios:bounded:sp500:cpb,aios:issuer:sec:0000016732,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000016732.json
aios:bounded:sp500:cprt,aios:issuer:sec:0000900075,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000900075.json
aios:bounded:sp500:cpt,aios:issuer:sec:0000906345,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000906345.json
aios:bounded:sp500:crl,aios:issuer:sec:0001100682,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001100682.json
aios:bounded:sp500:crm,aios:issuer:sec:0001108524,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001108524.json
aios:bounded:sp500:csco,aios:issuer:sec:0000858877,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000858877.json
aios:bounded:sp500:csgp,aios:issuer:sec:0001057352,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001057352.json
aios:bounded:sp500:csx,aios:issuer:sec:0000277948,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000277948.json
aios:bounded:sp500:ctas,aios:issuer:sec:0000723254,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000723254.json
aios:bounded:sp500:ctsh,aios:issuer:sec:0001058290,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001058290.json
aios:bounded:sp500:ctva,aios:issuer:sec:0001755672,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001755672.json
aios:bounded:sp500:cvs,aios:issuer:sec:0000064803,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000064803.json
aios:bounded:sp500:cvx,aios:issuer:sec:0000093410,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000093410.json
aios:bounded:sp500:czr,aios:issuer:sec:0001590895,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001590895.json
aios:bounded:sp500:d,aios:issuer:sec:0000715957,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000715957.json
aios:bounded:sp500:dal,aios:issuer:sec:0000027904,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000027904.json
aios:bounded:sp500:dd,aios:issuer:sec:0001666700,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001666700.json
aios:bounded:sp500:de,aios:issuer:sec:0000315189,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000315189.json
aios:bounded:sp500:dg,aios:issuer:sec:0000029534,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000029534.json
aios:bounded:sp500:dgx,aios:issuer:sec:0001022079,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001022079.json
