provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,MRK,aios:bounded:sp500:mrk,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MRK
yfinance,MRNA,aios:bounded:sp500:mrna,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MRNA
yfinance,MS,aios:bounded:sp500:ms,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MS
yfinance,MSCI,aios:bounded:sp500:msci,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MSCI
yfinance,MSFT,aios:bounded:sp500:msft,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MSFT
yfinance,MSI,aios:bounded:sp500:msi,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MSI
yfinance,MTB,aios:bounded:sp500:mtb,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MTB
yfinance,MTCH,aios:bounded:sp500:mtch,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MTCH
yfinance,MTD,aios:bounded:sp500:mtd,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MTD
yfinance,MU,aios:bounded:sp500:mu,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/MU
yfinance,NCLH,aios:bounded:sp500:nclh,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NCLH
yfinance,NDAQ,aios:bounded:sp500:ndaq,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NDAQ
yfinance,NDSN,aios:bounded:sp500:ndsn,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NDSN
yfinance,NEE,aios:bounded:sp500:nee,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NEE
yfinance,NEM,aios:bounded:sp500:nem,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NEM
yfinance,NFLX,aios:bounded:sp500:nflx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NFLX
yfinance,NI,aios:bounded:sp500:ni,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NI
yfinance,NKE,aios:bounded:sp500:nke,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NKE
yfinance,NOC,aios:bounded:sp500:noc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NOC
yfinance,NOW,aios:bounded:sp500:now,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NOW
yfinance,NRG,aios:bounded:sp500:nrg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NRG
yfinance,NSC,aios:bounded:sp500:nsc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NSC
yfinance,NTAP,aios:bounded:sp500:ntap,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NTAP
yfinance,NTRS,aios:bounded:sp500:ntrs,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NTRS
yfinance,NUE,aios:bounded:sp500:nue,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/NUE
