provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,STZ,aios:bounded:sp500:stz,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/STZ
yfinance,SWK,aios:bounded:sp500:swk,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SWK
yfinance,SWKS,aios:bounded:sp500:swks,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SWKS
yfinance,SYF,aios:bounded:sp500:syf,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SYF
yfinance,SYK,aios:bounded:sp500:syk,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SYK
yfinance,SYY,aios:bounded:sp500:syy,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SYY
yfinance,T,aios:bounded:sp500:t,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/T
yfinance,TAP,aios:bounded:sp500:tap,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TAP
yfinance,TDG,aios:bounded:sp500:tdg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TDG
yfinance,TDY,aios:bounded:sp500:tdy,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TDY
yfinance,TECH,aios:bounded:sp500:tech,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TECH
yfinance,TEL,aios:bounded:sp500:tel,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TEL
yfinance,TER,aios:bounded:sp500:ter,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TER
yfinance,TFC,aios:bounded:sp500:tfc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TFC
yfinance,TFX,aios:bounded:sp500:tfx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TFX
yfinance,TGT,aios:bounded:sp500:tgt,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TGT
yfinance,TJX,aios:bounded:sp500:tjx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TJX
yfinance,TMO,aios:bounded:sp500:tmo,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TMO
yfinance,TMUS,aios:bounded:sp500:tmus,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TMUS
yfinance,TPR,aios:bounded:sp500:tpr,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TPR
yfinance,TRGP,aios:bounded:sp500:trgp,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TRGP
yfinance,TRMB,aios:bounded:sp500:trmb,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TRMB
yfinance,TROW,aios:bounded:sp500:trow,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TROW
yfinance,TRV,aios:bounded:sp500:trv,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TRV
yfinance,TSCO,aios:bounded:sp500:tsco,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/TSCO
