security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:mrk,aios:issuer:sec:0000310158,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000310158.json
aios:bounded:sp500:mrna,aios:issuer:sec:0001682852,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001682852.json
aios:bounded:sp500:ms,aios:issuer:sec:0000895421,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000895421.json
aios:bounded:sp500:msci,aios:issuer:sec:0001408198,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001408198.json
aios:bounded:sp500:msft,aios:issuer:sec:0000789019,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000789019.json
aios:bounded:sp500:msi,aios:issuer:sec:0000068505,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000068505.json
aios:bounded:sp500:mtb,aios:issuer:sec:0000036270,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000036270.json
aios:bounded:sp500:mtch,aios:issuer:sec:0000891103,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000891103.json
aios:bounded:sp500:mtd,aios:issuer:sec:0001037646,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001037646.json
aios:bounded:sp500:mu,aios:issuer:sec:0000723125,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000723125.json
aios:bounded:sp500:nclh,aios:issuer:sec:0001513761,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001513761.json
aios:bounded:sp500:ndaq,aios:issuer:sec:0001120193,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001120193.json
aios:bounded:sp500:ndsn,aios:issuer:sec:0000072331,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000072331.json
aios:bounded:sp500:nee,aios:issuer:sec:0000753308,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000753308.json
aios:bounded:sp500:nem,aios:issuer:sec:0001164727,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001164727.json
aios:bounded:sp500:nflx,aios:issuer:sec:0001065280,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001065280.json
aios:bounded:sp500:ni,aios:issuer:sec:0001111711,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001111711.json
aios:bounded:sp500:nke,aios:issuer:sec:0000320187,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000320187.json
aios:bounded:sp500:noc,aios:issuer:sec:0001133421,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001133421.json
aios:bounded:sp500:now,aios:issuer:sec:0001373715,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001373715.json
aios:bounded:sp500:nrg,aios:issuer:sec:0001013871,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001013871.json
aios:bounded:sp500:nsc,aios:issuer:sec:0000702165,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000702165.json
aios:bounded:sp500:ntap,aios:issuer:sec:0001002047,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001002047.json
aios:bounded:sp500:ntrs,aios:issuer:sec:0000073124,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000073124.json
aios:bounded:sp500:nue,aios:issuer:sec:0000073309,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000073309.json
