security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:enph,aios:issuer:sec:0001463101,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001463101.json
aios:bounded:sp500:eog,aios:issuer:sec:0000821189,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000821189.json
aios:bounded:sp500:epam,aios:issuer:sec:0001352010,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001352010.json
aios:bounded:sp500:eqix,aios:issuer:sec:0001101239,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001101239.json
aios:bounded:sp500:eqr,aios:issuer:sec:0000906107,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000906107.json
aios:bounded:sp500:eqt,aios:issuer:sec:0000033213,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000033213.json
aios:bounded:sp500:es,aios:issuer:sec:0000072741,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000072741.json
aios:bounded:sp500:ess,aios:issuer:sec:0000920522,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000920522.json
aios:bounded:sp500:etn,aios:issuer:sec:0001551182,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001551182.json
aios:bounded:sp500:etr,aios:issuer:sec:0000065984,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000065984.json
aios:bounded:sp500:evrg,aios:issuer:sec:0001711269,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001711269.json
aios:bounded:sp500:ew,aios:issuer:sec:0001099800,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001099800.json
aios:bounded:sp500:exc,aios:issuer:sec:0001109357,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001109357.json
aios:bounded:sp500:expd,aios:issuer:sec:0000746515,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000746515.json
aios:bounded:sp500:expe,aios:issuer:sec:0001324424,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001324424.json
aios:bounded:sp500:exr,aios:issuer:sec:0001289490,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001289490.json
aios:bounded:sp500:f,aios:issuer:sec:0000037996,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000037996.json
aios:bounded:sp500:fang,aios:issuer:sec:0001539838,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001539838.json
aios:bounded:sp500:fast,aios:issuer:sec:0000815556,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000815556.json
aios:bounded:sp500:fcx,aios:issuer:sec:0000831259,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000831259.json
aios:bounded:sp500:fds,aios:issuer:sec:0001013237,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001013237.json
aios:bounded:sp500:fdx,aios:issuer:sec:0001048911,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001048911.json
aios:bounded:sp500:fe,aios:issuer:sec:0001031296,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001031296.json
aios:bounded:sp500:ffiv,aios:issuer:sec:0001048695,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001048695.json
