security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:vz,aios:issuer:sec:0000732712,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000732712.json
aios:bounded:sp500:wab,aios:issuer:sec:0000943452,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000943452.json
aios:bounded:sp500:wat,aios:issuer:sec:0001000697,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001000697.json
aios:bounded:sp500:wbd,aios:issuer:sec:0001437107,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001437107.json
aios:bounded:sp500:wdc,aios:issuer:sec:0000106040,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000106040.json
aios:bounded:sp500:wec,aios:issuer:sec:0000783325,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000783325.json
aios:bounded:sp500:well,aios:issuer:sec:0000766704,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000766704.json
aios:bounded:sp500:wfc,aios:issuer:sec:0000072971,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000072971.json
aios:bounded:sp500:wm,aios:issuer:sec:0000823768,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000823768.json
aios:bounded:sp500:wmb,aios:issuer:sec:0000107263,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000107263.json
aios:bounded:sp500:wmt,aios:issuer:sec:0000104169,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000104169.json
aios:bounded:sp500:wrb,aios:issuer:sec:0000011544,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000011544.json
aios:bounded:sp500:wst,aios:issuer:sec:0000105770,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000105770.json
aios:bounded:sp500:wtw,aios:issuer:sec:0001140536,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001140536.json
aios:bounded:sp500:wy,aios:issuer:sec:0000106535,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000106535.json
aios:bounded:sp500:wynn,aios:issuer:sec:0001174922,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001174922.json
aios:bounded:sp500:xel,aios:issuer:sec:0000072903,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000072903.json
aios:bounded:sp500:xyl,aios:issuer:sec:0001524472,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001524472.json
aios:bounded:sp500:yum,aios:issuer:sec:0001041061,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001041061.json
aios:bounded:sp500:zbh,aios:issuer:sec:0001136869,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001136869.json
aios:bounded:sp500:zbra,aios:issuer:sec:0000877212,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000877212.json
aios:bounded:sp500:zts,aios:issuer:sec:0001555280,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001555280.json
