provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,A,aios:bounded:sp500:a,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/A
yfinance,ACGL,aios:bounded:sp500:acgl,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/ACGL
yfinance,AFL,aios:bounded:sp500:afl,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AFL
yfinance,AIG,aios:bounded:sp500:aig,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AIG
yfinance,AIZ,aios:bounded:sp500:aiz,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AIZ
yfinance,AJG,aios:bounded:sp500:ajg,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AJG
yfinance,ALL,aios:bounded:sp500:all,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/ALL
yfinance,AMCR,aios:bounded:sp500:amcr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AMCR
yfinance,AMP,aios:bounded:sp500:amp,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AMP
yfinance,AON,aios:bounded:sp500:aon,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AON
yfinance,APA,aios:bounded:sp500:apa,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/APA
yfinance,APTV,aios:bounded:sp500:aptv,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/APTV
yfinance,ARE,aios:bounded:sp500:are,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/ARE
yfinance,ATO,aios:bounded:sp500:ato,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/ATO
yfinance,AVB,aios:bounded:sp500:avb,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AVB
yfinance,AVGO,aios:bounded:sp500:avgo,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AVGO
yfinance,AVY,aios:bounded:sp500:avy,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AVY
yfinance,AXON,aios:bounded:sp500:axon,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AXON
yfinance,AXP,aios:bounded:sp500:axp,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AXP
yfinance,AZO,aios:bounded:sp500:azo,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AZO
yfinance,BALL,aios:bounded:sp500:ball,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BALL
yfinance,BAX,aios:bounded:sp500:bax,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BAX
yfinance,BBY,aios:bounded:sp500:bby,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BBY
yfinance,BDX,aios:bounded:sp500:bdx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BDX
