security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:fico,aios:issuer:sec:0000814547,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000814547.json
aios:bounded:sp500:fis,aios:issuer:sec:0001136893,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001136893.json
aios:bounded:sp500:fitb,aios:issuer:sec:0000035527,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000035527.json
aios:bounded:sp500:fmc,aios:issuer:sec:0000037785,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000037785.json
aios:bounded:sp500:fox,aios:issuer:sec:0001754301,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001754301.json
aios:bounded:sp500:foxa,aios:issuer:sec:0001754301,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001754301.json
aios:bounded:sp500:frt,aios:issuer:sec:0000034903,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000034903.json
aios:bounded:sp500:fslr,aios:issuer:sec:0001274494,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001274494.json
aios:bounded:sp500:ftnt,aios:issuer:sec:0001262039,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001262039.json
aios:bounded:sp500:ftv,aios:issuer:sec:0001659166,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001659166.json
aios:bounded:sp500:gd,aios:issuer:sec:0000040533,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000040533.json
aios:bounded:sp500:ge,aios:issuer:sec:0000040545,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000040545.json
aios:bounded:sp500:gehc,aios:issuer:sec:0001932393,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001932393.json
aios:bounded:sp500:gen,aios:issuer:sec:0000849399,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000849399.json
aios:bounded:sp500:gild,aios:issuer:sec:0000882095,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000882095.json
aios:bounded:sp500:gis,aios:issuer:sec:0000040704,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000040704.json
aios:bounded:sp500:gl,aios:issuer:sec:0000320335,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000320335.json
aios:bounded:sp500:glw,aios:issuer:sec:0000024741,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000024741.json
aios:bounded:sp500:gm,aios:issuer:sec:0001467858,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001467858.json
aios:bounded:sp500:gnrc,aios:issuer:sec:0001474735,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001474735.json
aios:bounded:sp500:goog,aios:issuer:sec:0001652044,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001652044.json
aios:bounded:sp500:googl,aios:issuer:sec:0001652044,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001652044.json
aios:bounded:sp500:gpc,aios:issuer:sec:0000040987,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000040987.json
aios:bounded:sp500:gpn,aios:issuer:sec:0001123360,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001123360.json
aios:bounded:sp500:grmn,aios:issuer:sec:0001121788,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001121788.json
