issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0001090872,"AGILENT TECHNOLOGIES, INC.",A,0001090872,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001090872.json
aios:issuer:sec:0000947484,ARCH CAPITAL GROUP LTD.,ACGL,0000947484,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000947484.json
aios:issuer:sec:0000004977,AFLAC INC,AFL,0000004977,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000004977.json
aios:issuer:sec:0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,0000005272,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000005272.json
aios:issuer:sec:0001267238,"ASSURANT, INC.",AIZ,0001267238,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001267238.json
aios:issuer:sec:0000354190,Arthur J. Gallagher & Co.,AJG,0000354190,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000354190.json
aios:issuer:sec:0000899051,ALLSTATE CORP,ALL,0000899051,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000899051.json
aios:issuer:sec:0001748790,Amcor plc,AMCR,0001748790,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001748790.json
aios:issuer:sec:0000820027,AMERIPRISE FINANCIAL INC,AMP,0000820027,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000820027.json
aios:issuer:sec:0000315293,Aon plc,AON,0000315293,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000315293.json
aios:issuer:sec:0001841666,APA Corp,APA,0001841666,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001841666.json
aios:issuer:sec:0001521332,Aptiv PLC,APTV,0001521332,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001521332.json
aios:issuer:sec:0001035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,0001035443,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001035443.json
aios:issuer:sec:0000731802,ATMOS ENERGY CORP,ATO,0000731802,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000731802.json
aios:issuer:sec:0000915912,AVALONBAY COMMUNITIES INC,AVB,0000915912,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000915912.json
aios:issuer:sec:0001730168,Broadcom Inc.,AVGO,0001730168,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001730168.json
aios:issuer:sec:0000008818,Avery Dennison Corp,AVY,0000008818,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000008818.json
aios:issuer:sec:0001069183,"AXON ENTERPRISE, INC.",AXON,0001069183,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001069183.json
aios:issuer:sec:0000004962,AMERICAN EXPRESS CO,AXP,0000004962,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000004962.json
aios:issuer:sec:0000866787,AUTOZONE INC,AZO,0000866787,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000866787.json
aios:issuer:sec:0000009389,BALL Corp,BALL,0000009389,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000009389.json
aios:issuer:sec:0000010456,BAXTER INTERNATIONAL INC,BAX,0000010456,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000010456.json
aios:issuer:sec:0000764478,BEST BUY CO INC,BBY,0000764478,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000764478.json
aios:issuer:sec:0000010795,BECTON DICKINSON & CO,BDX,0000010795,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000010795.json
