security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:aapl,aios:issuer:sec:0000320193,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000320193.json
aios:bounded:sp500:amzn,aios:issuer:sec:0001018724,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001018724.json
aios:bounded:sp500:ba,aios:issuer:sec:0000012927,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000012927.json
aios:bounded:sp500:bac,aios:issuer:sec:0000070858,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000070858.json
aios:bounded:sp500:cat,aios:issuer:sec:0000018230,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000018230.json
aios:bounded:sp500:cdw,aios:issuer:sec:0001402057,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001402057.json
aios:bounded:sp500:ce,aios:issuer:sec:0001306830,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001306830.json
aios:bounded:sp500:ceg,aios:issuer:sec:0001868275,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001868275.json
aios:bounded:sp500:cf,aios:issuer:sec:0001324404,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001324404.json
aios:bounded:sp500:cfg,aios:issuer:sec:0000759944,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000759944.json
aios:bounded:sp500:chd,aios:issuer:sec:0000313927,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000313927.json
aios:bounded:sp500:chrw,aios:issuer:sec:0001043277,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001043277.json
aios:bounded:sp500:chtr,aios:issuer:sec:0001091667,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001091667.json
aios:bounded:sp500:ci,aios:issuer:sec:0001739940,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001739940.json
aios:bounded:sp500:cinf,aios:issuer:sec:0000020286,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000020286.json
aios:bounded:sp500:cl,aios:issuer:sec:0000021665,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000021665.json
aios:bounded:sp500:clx,aios:issuer:sec:0000021076,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000021076.json
aios:bounded:sp500:cmcsa,aios:issuer:sec:0001166691,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001166691.json
aios:bounded:sp500:cme,aios:issuer:sec:0001156375,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001156375.json
aios:bounded:sp500:cmg,aios:issuer:sec:0001058090,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001058090.json
aios:bounded:sp500:cmi,aios:issuer:sec:0000026172,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000026172.json
aios:bounded:sp500:cms,aios:issuer:sec:0000811156,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000811156.json
aios:bounded:sp500:cnc,aios:issuer:sec:0001071739,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001071739.json
aios:bounded:sp500:cnp,aios:issuer:sec:0001130310,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001130310.json
aios:bounded:sp500:cof,aios:issuer:sec:0000927628,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000927628.json
