ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
MA,aios:bounded:sp500:ma,aios:issuer:sec:0001141391,0001141391,Mastercard Inc,MA,2023-08-01,2025-01-01,yfinance,MA,358,2023-08-01,2024-12-31,280d71497c783eb4b37163f8f8067445a21afb3d8989dc53b5d400e27ff86942,,ec2ad3ffda3520dfa7d7f5a8ac3671b2d51221405ad5028bc93bc33f840ca822,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001141391.json,https://query1.finance.yahoo.com/v8/finance/chart/MA
MAA,aios:bounded:sp500:maa,aios:issuer:sec:0000912595,0000912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,2023-08-01,2025-01-01,yfinance,MAA,358,2023-08-01,2024-12-31,81b084e09e69abdd38d56527fd68c8f934e6cf61fc7af5d913557ecf09e59da7,,82dd52f16218bda2fd201cd9f271ce25121c7e46090cadb0e80507b4dd2aa2ac,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000912595.json,https://query1.finance.yahoo.com/v8/finance/chart/MAA
MAR,aios:bounded:sp500:mar,aios:issuer:sec:0001048286,0001048286,MARRIOTT INTERNATIONAL INC /MD/,MAR,2023-08-01,2025-01-01,yfinance,MAR,358,2023-08-01,2024-12-31,ae2a974ec8958852d8a853d48d854a7a5745ca6c400856a0d623ebadbe049c2a,,be8d3f2b37b01be0b80bef8e1a92dc845b84391a937fc495cbf34bf83e575ed5,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001048286.json,https://query1.finance.yahoo.com/v8/finance/chart/MAR
MAS,aios:bounded:sp500:mas,aios:issuer:sec:0000062996,0000062996,MASCO CORP /DE/,MAS,2023-08-01,2025-01-01,yfinance,MAS,358,2023-08-01,2024-12-31,a7705f43659dea32d183c665a575b2c51a84bbda236071660f11af69e48bd187,,18cb8a9aa6e41115ba3c4f73abf17fc0fbd3483e2076356df63fb95c031380f0,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000062996.json,https://query1.finance.yahoo.com/v8/finance/chart/MAS
MCD,aios:bounded:sp500:mcd,aios:issuer:sec:0000063908,0000063908,MCDONALDS CORP,MCD,2023-08-01,2025-01-01,yfinance,MCD,358,2023-08-01,2024-12-31,702ecfc857cf2ed85609dcc7e59e056d9ab680859568625d88f5a82b8c63c915,,d6c37905dcb6be931a9d0278f45bf6da30bcf9a83922a5656bb72a2906814485,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000063908.json,https://query1.finance.yahoo.com/v8/finance/chart/MCD
MCHP,aios:bounded:sp500:mchp,aios:issuer:sec:0000827054,0000827054,MICROCHIP TECHNOLOGY INC,MCHP,2023-08-01,2025-01-01,yfinance,MCHP,358,2023-08-01,2024-12-31,68131a52091e24e20e02b9982d902c9cd4c586f1532adaebc64d7da766354c5a,,9d35eabf27e3460efaab141434b0b79066924684b6458c1a356db30193c04a24,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000827054.json,https://query1.finance.yahoo.com/v8/finance/chart/MCHP
MCK,aios:bounded:sp500:mck,aios:issuer:sec:0000927653,0000927653,MCKESSON CORP,MCK,2023-08-01,2025-01-01,yfinance,MCK,358,2023-08-01,2024-12-31,1a2f514a24fe6e8e2259ed00dce3e50ef639dbd2a50296b75cba2307969c7354,,e93227c8b50abe19edfe4da730a4802679c341a4e37dbecc31454eec108a9e5a,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000927653.json,https://query1.finance.yahoo.com/v8/finance/chart/MCK
MCO,aios:bounded:sp500:mco,aios:issuer:sec:0001059556,0001059556,MOODYS CORP /DE/,MCO,2023-08-01,2025-01-01,yfinance,MCO,358,2023-08-01,2024-12-31,144fb7544bfc1bed3f023e2296cccc654621daad6e0ccf998a8efd14816bfddd,,d5238362127333b20efe2520ca226bd4fee0aebf9d7cf411aeee568960988066,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001059556.json,https://query1.finance.yahoo.com/v8/finance/chart/MCO
MDLZ,aios:bounded:sp500:mdlz,aios:issuer:sec:0001103982,0001103982,"Mondelez International, Inc.",MDLZ,2023-08-01,2025-01-01,yfinance,MDLZ,358,2023-08-01,2024-12-31,e8b4f04abb62c6c0ac694f6ace447424a326d528d350c208325f10051b4e7953,,e0db11a7c1835f975d58f350ba17dcb5394c9c29ad6ba4e90086dc0dedc6b161,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001103982.json,https://query1.finance.yahoo.com/v8/finance/chart/MDLZ
MDT,aios:bounded:sp500:mdt,aios:issuer:sec:0001613103,0001613103,Medtronic plc,MDT,2023-08-01,2025-01-01,yfinance,MDT,358,2023-08-01,2024-12-31,522e2cf1990f1518bd4f78fad7638228d56569e1dfea3f2878a16492754ec322,,5fb28ed8b27e46d3379070948221c33053d76879bd5a90c48fcd6da1d22fa741,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001613103.json,https://query1.finance.yahoo.com/v8/finance/chart/MDT
