issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0000732712,VERIZON COMMUNICATIONS INC,VZ,0000732712,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000732712.json
aios:issuer:sec:0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,0000943452,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000943452.json
aios:issuer:sec:0001000697,WATERS CORP /DE/,WAT,0001000697,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001000697.json
aios:issuer:sec:0001437107,"Warner Bros. Discovery, Inc.",WBD,0001437107,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001437107.json
aios:issuer:sec:0000106040,WESTERN DIGITAL CORP,WDC,0000106040,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000106040.json
aios:issuer:sec:0000783325,"WEC ENERGY GROUP, INC.",WEC,0000783325,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000783325.json
aios:issuer:sec:0000766704,WELLTOWER INC.,WELL,0000766704,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000766704.json
aios:issuer:sec:0000072971,WELLS FARGO & COMPANY/MN,WFC,0000072971,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000072971.json
aios:issuer:sec:0000823768,WASTE MANAGEMENT INC,WM,0000823768,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000823768.json
aios:issuer:sec:0000107263,"WILLIAMS COMPANIES, INC.",WMB,0000107263,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000107263.json
aios:issuer:sec:0000104169,Walmart Inc.,WMT,0000104169,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000104169.json
aios:issuer:sec:0000011544,BERKLEY W R CORP,WRB,0000011544,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000011544.json
aios:issuer:sec:0000105770,WEST PHARMACEUTICAL SERVICES INC,WST,0000105770,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000105770.json
aios:issuer:sec:0001140536,WILLIS TOWERS WATSON PLC,WTW,0001140536,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001140536.json
aios:issuer:sec:0000106535,WEYERHAEUSER CO,WY,0000106535,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000106535.json
aios:issuer:sec:0001174922,WYNN RESORTS LTD,WYNN,0001174922,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001174922.json
aios:issuer:sec:0000072903,XCEL ENERGY INC,XEL,0000072903,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000072903.json
aios:issuer:sec:0001524472,Xylem Inc.,XYL,0001524472,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001524472.json
aios:issuer:sec:0001041061,YUM BRANDS INC,YUM,0001041061,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001041061.json
aios:issuer:sec:0001136869,"ZIMMER BIOMET HOLDINGS, INC.",ZBH,0001136869,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001136869.json
aios:issuer:sec:0000877212,ZEBRA TECHNOLOGIES CORP,ZBRA,0000877212,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000877212.json
aios:issuer:sec:0001555280,Zoetis Inc.,ZTS,0001555280,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001555280.json
