ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
ENPH,aios:bounded:sp500:enph,aios:issuer:sec:0001463101,0001463101,"Enphase Energy, Inc.",ENPH,2023-08-01,2025-01-01,yfinance,ENPH,358,2023-08-01,2024-12-31,1729515a4cc904471eb035ca505f13e887621184c67a26c39c2664fc68acd6c5,,b81d1c2a24c7b29ac4baec18c906deb4f241cb1789e6698c9823dafa84155cb0,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001463101.json,https://query1.finance.yahoo.com/v8/finance/chart/ENPH
EOG,aios:bounded:sp500:eog,aios:issuer:sec:0000821189,0000821189,EOG RESOURCES INC,EOG,2023-08-01,2025-01-01,yfinance,EOG,358,2023-08-01,2024-12-31,5c7988fa2bb03cfb39777f21a0f9da27319730d61bf6ba023396c9d9ca19e2ab,,be9a08ddf277496b434a67ed168e9aa5e95451c8b62e5136172df54d9e153ea3,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000821189.json,https://query1.finance.yahoo.com/v8/finance/chart/EOG
EPAM,aios:bounded:sp500:epam,aios:issuer:sec:0001352010,0001352010,"EPAM Systems, Inc.",EPAM,2023-08-01,2025-01-01,yfinance,EPAM,358,2023-08-01,2024-12-31,d60a851763d2b26fe95d750a559c4e4a2b9f7b862c924b7ea3d6546daae485ed,,7d494944b10237dce08453f3c0c2161663816d7cc87a8609157ca296b7840fa7,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001352010.json,https://query1.finance.yahoo.com/v8/finance/chart/EPAM
EQIX,aios:bounded:sp500:eqix,aios:issuer:sec:0001101239,0001101239,EQUINIX INC,EQIX,2023-08-01,2025-01-01,yfinance,EQIX,358,2023-08-01,2024-12-31,b0ebc4764bd021f3cad1a323ca712058e5983010530da4b13483a9ecadf1238d,,f8049b0400e2ca1f7a95a80dd476a79fb0efcddf58c303b08a10ebd938f222ed,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001101239.json,https://query1.finance.yahoo.com/v8/finance/chart/EQIX
EQR,aios:bounded:sp500:eqr,aios:issuer:sec:0000906107,0000906107,EQUITY RESIDENTIAL,EQR,2023-08-01,2025-01-01,yfinance,EQR,358,2023-08-01,2024-12-31,5da9e6b2293c0f0dd46fb19e492863d9d46c2fb1d67ae87121feedcfcabd9d83,,c59852e8e1e98edc3a135b1f4679d654095bcfef6989c9eb89bfc383e2cfc763,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000906107.json,https://query1.finance.yahoo.com/v8/finance/chart/EQR
EQT,aios:bounded:sp500:eqt,aios:issuer:sec:0000033213,0000033213,EQT Corp,EQT,2023-08-01,2025-01-01,yfinance,EQT,358,2023-08-01,2024-12-31,886b9f78e1cc685aa4be154e1c2903dccc07cdf3eae2071deea558cdf2fc2227,,2f4ee043f7ce0b73a8bdeecaee52fbf52ed1baae2e587800af1757ed1384e9b1,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000033213.json,https://query1.finance.yahoo.com/v8/finance/chart/EQT
ES,aios:bounded:sp500:es,aios:issuer:sec:0000072741,0000072741,EVERSOURCE ENERGY,ES,2023-08-01,2025-01-01,yfinance,ES,358,2023-08-01,2024-12-31,574efdcfad85b1891b2fd5cc6cab08fb4faa487b393d1a5f0a9521a22f42785f,,3c6a866c329484061880af65f4fc6c7bc90ae1e36e1e649b62eb9cced80c2d6a,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000072741.json,https://query1.finance.yahoo.com/v8/finance/chart/ES
ESS,aios:bounded:sp500:ess,aios:issuer:sec:0000920522,0000920522,"ESSEX PROPERTY TRUST, INC.",ESS,2023-08-01,2025-01-01,yfinance,ESS,358,2023-08-01,2024-12-31,3b9f6f3cad514d3d57d414abf9cf17f7c0d595de089da62ef7e9cae4a7488a3c,,3b9a5cf6d76db6f78fac95f13f0907bfd0a2ff9262063142a4d57bbe5d62cf14,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000920522.json,https://query1.finance.yahoo.com/v8/finance/chart/ESS
ETN,aios:bounded:sp500:etn,aios:issuer:sec:0001551182,0001551182,Eaton Corp plc,ETN,2023-08-01,2025-01-01,yfinance,ETN,358,2023-08-01,2024-12-31,0ae17b7faa4cc656b18fcdcea991214dc75152f6541fd10ee8693aeac2f08e28,,45072413c8ff40f6012f7eb35c44faa1de72ae58abe47dfaebc9b418b0e6e79e,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001551182.json,https://query1.finance.yahoo.com/v8/finance/chart/ETN
ETR,aios:bounded:sp500:etr,aios:issuer:sec:0000065984,0000065984,ENTERGY CORP /DE/,ETR,2023-08-01,2025-01-01,yfinance,ETR,358,2023-08-01,2024-12-31,9309ee253c2dfec79d41c518a65f3c914828c932db3addf31075bfc9bd71baee,,ae91e39126b1f24b0be958dcf6918b8b53698163fe991ca57233976c1ba39367,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000065984.json,https://query1.finance.yahoo.com/v8/finance/chart/ETR
EVRG,aios:bounded:sp500:evrg,aios:issuer:sec:0001711269,0001711269,"Evergy, Inc.",EVRG,2023-08-01,2025-01-01,yfinance,EVRG,358,2023-08-01,2024-12-31,495fa6dca33e5d483e7832b6adb246b59325de1cb25f2be942afd07a0032b8b3,,cefbd9b262a2c8ba6ec4340ec81fa5af2adb6a7073c5baa9db2de6b3a89678c6,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001711269.json,https://query1.finance.yahoo.com/v8/finance/chart/EVRG
