issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0001618921,"Walgreens Boots Alliance, Inc.",WBA,0001618921,2023-08-01,2025-01-01,2026-07-18,https://www.sec.gov/Archives/edgar/data/1618921/000161892123000062/wba-20230831.htm
aios:issuer:sec:0000034088,Exxon Mobil Corporation,XOM,0000034088,2023-08-01,2025-01-01,2026-07-18,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/xom-20231231.htm
