ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
MRK,aios:bounded:sp500:mrk,aios:issuer:sec:0000310158,0000310158,"Merck & Co., Inc.",MRK,2023-08-01,2025-01-01,yfinance,MRK,358,2023-08-01,2024-12-31,71c31dab0ad8a19165ac65021b014ea90df28dc3da7e23299bff3f2c0f2dacf9,,0ce412561d19d6bf25b35a4b9c15acccdc3c1de2c3fc36d8227ecfade42280a7,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000310158.json,https://query1.finance.yahoo.com/v8/finance/chart/MRK
MRNA,aios:bounded:sp500:mrna,aios:issuer:sec:0001682852,0001682852,"Moderna, Inc.",MRNA,2023-08-01,2025-01-01,yfinance,MRNA,358,2023-08-01,2024-12-31,67d4be2313a871c6e4db58181237e5db45585e66fac233334e1a9890a07f3bad,,e3f8ef3de48dde0782750be310a5d7a4c788f09c3c17c258729aae93f2a236c6,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001682852.json,https://query1.finance.yahoo.com/v8/finance/chart/MRNA
MS,aios:bounded:sp500:ms,aios:issuer:sec:0000895421,0000895421,MORGAN STANLEY,MS,2023-08-01,2025-01-01,yfinance,MS,358,2023-08-01,2024-12-31,55b07906da5ec9d2679a48d01f278c018fe15a01ad05563c967b57011a0185b0,https://data.sec.gov/submissions/CIK0000895421-submissions-013.json,1ee4f48924ae5da18a9d8d6b0c0d09dd94aa22cea0204341ba88634eba321923,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000895421.json,https://query1.finance.yahoo.com/v8/finance/chart/MS
MSCI,aios:bounded:sp500:msci,aios:issuer:sec:0001408198,0001408198,MSCI Inc.,MSCI,2023-08-01,2025-01-01,yfinance,MSCI,358,2023-08-01,2024-12-31,35ad584a9669c01ba0c23fa0350a9cf4be1ed59a0e0cb03d5d428f04755ab44a,,826d3b7c3bdf07e077162d222b307fe3195784bc305589b3c4d77247742af9f4,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001408198.json,https://query1.finance.yahoo.com/v8/finance/chart/MSCI
MSFT,aios:bounded:sp500:msft,aios:issuer:sec:0000789019,0000789019,MICROSOFT CORP,MSFT,2023-08-01,2025-01-01,yfinance,MSFT,358,2023-08-01,2024-12-31,9bd506239df4422f07c7d815c73e3d733c9485e0dc8c6864e1c1887c74a6c7c7,,ecabd04d2f31d7f05cd04aae53c875262bc3a9d0877e3c1b6ba9aa29907185c8,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000789019.json,https://query1.finance.yahoo.com/v8/finance/chart/MSFT
MSI,aios:bounded:sp500:msi,aios:issuer:sec:0000068505,0000068505,"Motorola Solutions, Inc.",MSI,2023-08-01,2025-01-01,yfinance,MSI,358,2023-08-01,2024-12-31,e435055a83f6c150bbfe2f7b733dbd72dc42d2f13b1d04e0103f29998fe5bc0d,,3d5d6f1656e038648be95585dc98ff26a38e380a9cf996a637aa3ef9537ee5f8,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000068505.json,https://query1.finance.yahoo.com/v8/finance/chart/MSI
MTB,aios:bounded:sp500:mtb,aios:issuer:sec:0000036270,0000036270,M&T BANK CORP,MTB,2023-08-01,2025-01-01,yfinance,MTB,358,2023-08-01,2024-12-31,aa49bb3e9ca8d20dd341b12e57509a914fdff0b0f2034b9b8fa65ba85df40db7,,690ae1ab58cc8b5de138060b77b38679dedeafe2cec46e63b7c36c5fda8e417b,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000036270.json,https://query1.finance.yahoo.com/v8/finance/chart/MTB
MTCH,aios:bounded:sp500:mtch,aios:issuer:sec:0000891103,0000891103,"Match Group, Inc.",MTCH,2023-08-01,2025-01-01,yfinance,MTCH,358,2023-08-01,2024-12-31,8a83d090366c44c214761235a037f4431e1547c2213a1ac34aa68aeeb965710d,,957d1b76b20b95cfbec0a0feb16f37f2cbc3c77bf6b1f31a12dee22a3aa2875f,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000891103.json,https://query1.finance.yahoo.com/v8/finance/chart/MTCH
MTD,aios:bounded:sp500:mtd,aios:issuer:sec:0001037646,0001037646,METTLER TOLEDO INTERNATIONAL INC/,MTD,2023-08-01,2025-01-01,yfinance,MTD,358,2023-08-01,2024-12-31,882356211c23a35dd2732747f60341815b3b8b0d78ea765224d604eaa889321c,,ec9d6e4c66b076ecddbe134090d06a9ee6169ba619a77c391b7e3f67178f4f21,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001037646.json,https://query1.finance.yahoo.com/v8/finance/chart/MTD
MU,aios:bounded:sp500:mu,aios:issuer:sec:0000723125,0000723125,MICRON TECHNOLOGY INC,MU,2023-08-01,2025-01-01,yfinance,MU,358,2023-08-01,2024-12-31,08237b50db233686512cebf136d2063bcb30547d830ddd9c6e018dbed5194b8b,,7a3fcd8db1577827d2b95092529e0d6b226693ebe47d20308c24f95ea2444d3f,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000723125.json,https://query1.finance.yahoo.com/v8/finance/chart/MU
NCLH,aios:bounded:sp500:nclh,aios:issuer:sec:0001513761,0001513761,Norwegian Cruise Line Holdings Ltd.,NCLH,2023-08-01,2025-01-01,yfinance,NCLH,358,2023-08-01,2024-12-31,c90b31189f556fcc265725e076902205b70d2df4ec586f82a62d49a5d350bef4,,b8c694dfb8e6490c7983a924777c6ba9d10deec12d22a34620668b96f449bd2b,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001513761.json,https://query1.finance.yahoo.com/v8/finance/chart/NCLH
NDAQ,aios:bounded:sp500:ndaq,aios:issuer:sec:0001120193,0001120193,"NASDAQ, INC.",NDAQ,2023-08-01,2025-01-01,yfinance,NDAQ,358,2023-08-01,2024-12-31,4670fcb3e0720b58b0ed636a9bb57e38ca5fa5a64ada4171b15381a2efbf802f,,b5a2b695e2744f2bcb571f5e97a581c4d8a9bf3de5cb7a7964555c5538dcd4a5,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001120193.json,https://query1.finance.yahoo.com/v8/finance/chart/NDAQ
