provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,VZ,aios:bounded:sp500:vz,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/VZ
yfinance,WAB,aios:bounded:sp500:wab,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WAB
yfinance,WAT,aios:bounded:sp500:wat,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WAT
yfinance,WBD,aios:bounded:sp500:wbd,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WBD
yfinance,WDC,aios:bounded:sp500:wdc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WDC
yfinance,WEC,aios:bounded:sp500:wec,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WEC
yfinance,WELL,aios:bounded:sp500:well,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WELL
yfinance,WFC,aios:bounded:sp500:wfc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WFC
yfinance,WM,aios:bounded:sp500:wm,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WM
yfinance,WMB,aios:bounded:sp500:wmb,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WMB
yfinance,WMT,aios:bounded:sp500:wmt,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WMT
yfinance,WRB,aios:bounded:sp500:wrb,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WRB
yfinance,WST,aios:bounded:sp500:wst,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WST
yfinance,WTW,aios:bounded:sp500:wtw,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WTW
yfinance,WY,aios:bounded:sp500:wy,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WY
yfinance,WYNN,aios:bounded:sp500:wynn,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/WYNN
yfinance,XEL,aios:bounded:sp500:xel,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/XEL
yfinance,XYL,aios:bounded:sp500:xyl,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/XYL
yfinance,YUM,aios:bounded:sp500:yum,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/YUM
yfinance,ZBH,aios:bounded:sp500:zbh,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ZBH
yfinance,ZBRA,aios:bounded:sp500:zbra,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA
yfinance,ZTS,aios:bounded:sp500:zts,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ZTS
