issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,0000051253,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000051253.json
aios:issuer:sec:0000879169,INCYTE CORP,INCY,0000879169,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000879169.json
aios:issuer:sec:0000050863,INTEL CORP,INTC,0000050863,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000050863.json
aios:issuer:sec:0000896878,INTUIT INC.,INTU,0000896878,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000896878.json
aios:issuer:sec:0001687229,Invitation Homes Inc.,INVH,0001687229,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001687229.json
aios:issuer:sec:0000051434,INTERNATIONAL PAPER CO /NEW/,IP,0000051434,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000051434.json
aios:issuer:sec:0001478242,IQVIA HOLDINGS INC.,IQV,0001478242,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001478242.json
aios:issuer:sec:0001699150,Ingersoll Rand Inc.,IR,0001699150,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001699150.json
aios:issuer:sec:0001020569,IRON MOUNTAIN INC,IRM,0001020569,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001020569.json
aios:issuer:sec:0001035267,INTUITIVE SURGICAL INC,ISRG,0001035267,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001035267.json
aios:issuer:sec:0000749251,GARTNER INC,IT,0000749251,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000749251.json
aios:issuer:sec:0000049826,ILLINOIS TOOL WORKS INC,ITW,0000049826,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000049826.json
aios:issuer:sec:0000914208,Invesco Ltd.,IVZ,0000914208,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000914208.json
aios:issuer:sec:0000052988,JACOBS SOLUTIONS INC.,J,0000052988,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000052988.json
aios:issuer:sec:0000728535,HUNT J B TRANSPORT SERVICES INC,JBHT,0000728535,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000728535.json
aios:issuer:sec:0000833444,Johnson Controls International plc,JCI,0000833444,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000833444.json
aios:issuer:sec:0000779152,JACK HENRY & ASSOCIATES INC,JKHY,0000779152,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000779152.json
aios:issuer:sec:0000200406,JOHNSON & JOHNSON,JNJ,0000200406,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000200406.json
aios:issuer:sec:0000019617,JPMORGAN CHASE & CO,JPM,0000019617,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000019617.json
aios:issuer:sec:0001418135,Keurig Dr Pepper Inc.,KDP,0001418135,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001418135.json
aios:issuer:sec:0000091576,KEYCORP /NEW/,KEY,0000091576,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000091576.json
aios:issuer:sec:0001601046,"Keysight Technologies, Inc.",KEYS,0001601046,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001601046.json
