provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,PGR,aios:bounded:sp500:pgr,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PGR
yfinance,PH,aios:bounded:sp500:ph,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PH
yfinance,PHM,aios:bounded:sp500:phm,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PHM
yfinance,PKG,aios:bounded:sp500:pkg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PKG
yfinance,PLD,aios:bounded:sp500:pld,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PLD
yfinance,PM,aios:bounded:sp500:pm,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PM
yfinance,PNC,aios:bounded:sp500:pnc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PNC
yfinance,PNR,aios:bounded:sp500:pnr,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PNR
yfinance,PNW,aios:bounded:sp500:pnw,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PNW
yfinance,PODD,aios:bounded:sp500:podd,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PODD
yfinance,POOL,aios:bounded:sp500:pool,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/POOL
yfinance,PPG,aios:bounded:sp500:ppg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PPG
yfinance,PPL,aios:bounded:sp500:ppl,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PPL
yfinance,PRU,aios:bounded:sp500:pru,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PRU
yfinance,PSA,aios:bounded:sp500:psa,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PSA
yfinance,PSX,aios:bounded:sp500:psx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PSX
yfinance,PTC,aios:bounded:sp500:ptc,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PTC
yfinance,PWR,aios:bounded:sp500:pwr,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PWR
yfinance,PYPL,aios:bounded:sp500:pypl,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/PYPL
yfinance,QCOM,aios:bounded:sp500:qcom,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/QCOM
yfinance,RCL,aios:bounded:sp500:rcl,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RCL
yfinance,REG,aios:bounded:sp500:reg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/REG
yfinance,REGN,aios:bounded:sp500:regn,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/REGN
yfinance,RF,aios:bounded:sp500:rf,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RF
yfinance,RJF,aios:bounded:sp500:rjf,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RJF
