security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:abbv,aios:issuer:sec:0001551152,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001551152.json
aios:bounded:sp500:abt,aios:issuer:sec:0000001800,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000001800.json
aios:bounded:sp500:acn,aios:issuer:sec:0001467373,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001467373.json
aios:bounded:sp500:adbe,aios:issuer:sec:0000796343,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000796343.json
aios:bounded:sp500:adi,aios:issuer:sec:0000006281,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000006281.json
aios:bounded:sp500:adm,aios:issuer:sec:0000007084,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000007084.json
aios:bounded:sp500:adp,aios:issuer:sec:0000008670,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000008670.json
aios:bounded:sp500:adsk,aios:issuer:sec:0000769397,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000769397.json
aios:bounded:sp500:aee,aios:issuer:sec:0001002910,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001002910.json
aios:bounded:sp500:aep,aios:issuer:sec:0000004904,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000004904.json
aios:bounded:sp500:aes,aios:issuer:sec:0000874761,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000874761.json
aios:bounded:sp500:akam,aios:issuer:sec:0001086222,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001086222.json
aios:bounded:sp500:alb,aios:issuer:sec:0000915913,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000915913.json
aios:bounded:sp500:algn,aios:issuer:sec:0001097149,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001097149.json
aios:bounded:sp500:alle,aios:issuer:sec:0001579241,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001579241.json
aios:bounded:sp500:amat,aios:issuer:sec:0000006951,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000006951.json
aios:bounded:sp500:amd,aios:issuer:sec:0000002488,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000002488.json
aios:bounded:sp500:ame,aios:issuer:sec:0001037868,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001037868.json
aios:bounded:sp500:amgn,aios:issuer:sec:0000318154,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000318154.json
aios:bounded:sp500:amt,aios:issuer:sec:0001053507,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001053507.json
aios:bounded:sp500:anet,aios:issuer:sec:0001596532,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001596532.json
aios:bounded:sp500:aos,aios:issuer:sec:0000091142,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000091142.json
aios:bounded:sp500:apd,aios:issuer:sec:0000002969,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000002969.json
aios:bounded:sp500:aph,aios:issuer:sec:0000820313,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000820313.json
aios:bounded:sp500:awk,aios:issuer:sec:0001410636,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001410636.json
