provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,RL,aios:bounded:sp500:rl,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RL
yfinance,RMD,aios:bounded:sp500:rmd,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RMD
yfinance,ROK,aios:bounded:sp500:rok,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ROK
yfinance,ROL,aios:bounded:sp500:rol,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ROL
yfinance,ROP,aios:bounded:sp500:rop,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ROP
yfinance,ROST,aios:bounded:sp500:rost,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/ROST
yfinance,RSG,aios:bounded:sp500:rsg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RSG
yfinance,RTX,aios:bounded:sp500:rtx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RTX
yfinance,RVTY,aios:bounded:sp500:rvty,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/RVTY
yfinance,SBAC,aios:bounded:sp500:sbac,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SBAC
yfinance,SBUX,aios:bounded:sp500:sbux,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SBUX
yfinance,SCHW,aios:bounded:sp500:schw,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SCHW
yfinance,SHW,aios:bounded:sp500:shw,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SHW
yfinance,SJM,aios:bounded:sp500:sjm,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SJM
yfinance,SLB,aios:bounded:sp500:slb,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SLB
yfinance,SNA,aios:bounded:sp500:sna,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SNA
yfinance,SNPS,aios:bounded:sp500:snps,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SNPS
yfinance,SO,aios:bounded:sp500:so,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SO
yfinance,SPG,aios:bounded:sp500:spg,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SPG
yfinance,SPGI,aios:bounded:sp500:spgi,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SPGI
yfinance,SRE,aios:bounded:sp500:sre,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/SRE
yfinance,STE,aios:bounded:sp500:ste,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/STE
yfinance,STLD,aios:bounded:sp500:stld,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/STLD
yfinance,STT,aios:bounded:sp500:stt,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/STT
yfinance,STX,aios:bounded:sp500:stx,2023-08-01,2025-01-01,verified,2026-07-18,https://query1.finance.yahoo.com/v8/finance/chart/STX
