provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
tiingo,ANSS,aios:bounded:sp500:anss,2023-08-01,2025-01-01,verified,2026-07-17,https://api.tiingo.com/tiingo/daily/ANSS
tiingo,CTRA,aios:bounded:sp500:ctra,2023-08-01,2025-01-01,verified,2026-07-17,https://api.tiingo.com/tiingo/daily/CTRA
tiingo,DFS,aios:bounded:sp500:dfs,2023-08-01,2025-01-01,verified,2026-07-17,https://api.tiingo.com/tiingo/daily/DFS
