provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,MA,aios:bounded:sp500:ma,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MA
yfinance,MAA,aios:bounded:sp500:maa,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MAA
yfinance,MAR,aios:bounded:sp500:mar,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MAR
yfinance,MAS,aios:bounded:sp500:mas,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MAS
yfinance,MCD,aios:bounded:sp500:mcd,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MCD
yfinance,MCHP,aios:bounded:sp500:mchp,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MCHP
yfinance,MCK,aios:bounded:sp500:mck,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MCK
yfinance,MCO,aios:bounded:sp500:mco,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MCO
yfinance,MDLZ,aios:bounded:sp500:mdlz,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MDLZ
yfinance,MDT,aios:bounded:sp500:mdt,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MDT
yfinance,MET,aios:bounded:sp500:met,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MET
yfinance,META,aios:bounded:sp500:meta,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/META
yfinance,MGM,aios:bounded:sp500:mgm,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MGM
yfinance,MHK,aios:bounded:sp500:mhk,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MHK
yfinance,MKC,aios:bounded:sp500:mkc,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MKC
yfinance,MKTX,aios:bounded:sp500:mktx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MKTX
yfinance,MLM,aios:bounded:sp500:mlm,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MLM
yfinance,MMM,aios:bounded:sp500:mmm,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MMM
yfinance,MNST,aios:bounded:sp500:mnst,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MNST
yfinance,MO,aios:bounded:sp500:mo,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MO
yfinance,MOH,aios:bounded:sp500:moh,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MOH
yfinance,MOS,aios:bounded:sp500:mos,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MOS
yfinance,MPC,aios:bounded:sp500:mpc,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MPC
yfinance,MPWR,aios:bounded:sp500:mpwr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/MPWR
