ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
VZ,aios:bounded:sp500:vz,aios:issuer:sec:0000732712,0000732712,VERIZON COMMUNICATIONS INC,VZ,2023-08-01,2025-01-01,yfinance,VZ,358,2023-08-01,2024-12-31,77cc9528a7fa563012337bd99076604fec4d7da7784545a364a333ee32a8ed08,https://data.sec.gov/submissions/CIK0000732712-submissions-001.json,639394ce1f809507e8f5325f9d1b6705bead7645cd7ef1fd5363883ea4cd3472,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000732712.json,https://query1.finance.yahoo.com/v8/finance/chart/VZ
WAB,aios:bounded:sp500:wab,aios:issuer:sec:0000943452,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,2023-08-01,2025-01-01,yfinance,WAB,358,2023-08-01,2024-12-31,a1ad981c23431617b9059723486cf0de9a42ab4a153e673dba5fde0a11344c95,,d49e14097442f3dc311cb94d896fb16e340c48470e30055b9462f2845f6e950a,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000943452.json,https://query1.finance.yahoo.com/v8/finance/chart/WAB
WAT,aios:bounded:sp500:wat,aios:issuer:sec:0001000697,0001000697,WATERS CORP /DE/,WAT,2023-08-01,2025-01-01,yfinance,WAT,358,2023-08-01,2024-12-31,46a084e7a96b05215b7c84dceaa902be3e1d885a339bd615781577588c22b619,,338679ed0cdb54aca1455f7762f647e1b77cccea02838c2bbb39357c3a27b913,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001000697.json,https://query1.finance.yahoo.com/v8/finance/chart/WAT
WBA,aios:bounded:sp500:wba,,,,,2023-08-01,2025-01-01,yfinance,,,,,,,,rejected,SEC current ticker map has 0 records; manual review required,2026-07-18,,
WBD,aios:bounded:sp500:wbd,aios:issuer:sec:0001437107,0001437107,"Warner Bros. Discovery, Inc.",WBD,2023-08-01,2025-01-01,yfinance,WBD,358,2023-08-01,2024-12-31,2e4ddf435878d0f113ed47a587bc7806b5c0e1d3d1bf6b716001a954db9e2147,,450ee7e751da2cb3f7e6a0ddbd2c85445d1d0e022aee58b1bccf149ede89bca6,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001437107.json,https://query1.finance.yahoo.com/v8/finance/chart/WBD
WDC,aios:bounded:sp500:wdc,aios:issuer:sec:0000106040,0000106040,WESTERN DIGITAL CORP,WDC,2023-08-01,2025-01-01,yfinance,WDC,358,2023-08-01,2024-12-31,7063642f32d1787827076f32e8cc48f16a28df0d1d71a306310c8b7a8df32d37,,31599c0cfe49a4ed786880da65f77ea4d8cc2657e7867f88eae3b9931d56d0ed,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000106040.json,https://query1.finance.yahoo.com/v8/finance/chart/WDC
WEC,aios:bounded:sp500:wec,aios:issuer:sec:0000783325,0000783325,"WEC ENERGY GROUP, INC.",WEC,2023-08-01,2025-01-01,yfinance,WEC,358,2023-08-01,2024-12-31,f42fc86b770c57634757b39746c11b9477a9e209a3b5f4526cbf4800d2c1c68e,,c95a5b4182798e6dd7ab419fac261de5516f09d6d02bfa7c9cbfb89bdb961308,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000783325.json,https://query1.finance.yahoo.com/v8/finance/chart/WEC
WELL,aios:bounded:sp500:well,aios:issuer:sec:0000766704,0000766704,WELLTOWER INC.,WELL,2023-08-01,2025-01-01,yfinance,WELL,358,2023-08-01,2024-12-31,11445764b0dfbbf2a34e408a5b41dc8074a524df8f9a1bfe6836706609b9a653,,1d4d5734a276c78263b3a198d60ac405eed2381aa751871f73198b833e79dbd7,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000766704.json,https://query1.finance.yahoo.com/v8/finance/chart/WELL
WFC,aios:bounded:sp500:wfc,aios:issuer:sec:0000072971,0000072971,WELLS FARGO & COMPANY/MN,WFC,2023-08-01,2025-01-01,yfinance,WFC,358,2023-08-01,2024-12-31,ce849b6e00a027c5cf3bce3838afc2f36091531a438473cff1ada3ea429cda35,https://data.sec.gov/submissions/CIK0000072971-submissions-001.json,b0ff10d1697784ba77565576382e3a0f09761709b8e3deff57dfeb3dee7b4c81,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000072971.json,https://query1.finance.yahoo.com/v8/finance/chart/WFC
WM,aios:bounded:sp500:wm,aios:issuer:sec:0000823768,0000823768,WASTE MANAGEMENT INC,WM,2023-08-01,2025-01-01,yfinance,WM,358,2023-08-01,2024-12-31,b8d422447d61a4b6bb5f6f1bea7440b24642a18bb92c66acae5cbe49bcf79bf3,,93e923bc3aafc437f7ff28c9449b7186eb78d3d8dfd69f98781035309e4c1bbb,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000823768.json,https://query1.finance.yahoo.com/v8/finance/chart/WM
