ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
DHI,aios:bounded:sp500:dhi,aios:issuer:sec:0000882184,0000882184,HORTON D R INC /DE/,DHI,2023-08-01,2025-01-01,yfinance,DHI,358,2023-08-01,2024-12-31,5a26cee4032c37e5bb9cde742cea87f95a1884471595b207a56e0b7eeead559e,,45de2f88fe1f6847abf0a42ba5d3c6a5548f4cec9a76cab71db4880b3698bbfa,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000882184.json,https://query1.finance.yahoo.com/v8/finance/chart/DHI
DHR,aios:bounded:sp500:dhr,aios:issuer:sec:0000313616,0000313616,DANAHER CORP /DE/,DHR,2023-08-01,2025-01-01,yfinance,DHR,358,2023-08-01,2024-12-31,9a7f0031815865b6198dbbd7b7a604eb3073a37fb99f9defb539cb57ed213b3b,,ba3b6f45f3ee74668795136a8a4ca0c8dc744ed40954d61329d2abd0ebdb9453,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000313616.json,https://query1.finance.yahoo.com/v8/finance/chart/DHR
DIS,aios:bounded:sp500:dis,aios:issuer:sec:0001744489,0001744489,Walt Disney Co,DIS,2023-08-01,2025-01-01,yfinance,DIS,358,2023-08-01,2024-12-31,3dc74acfd27db0aa7ec5867537a272546d95e18b653c0c020d33984d1980a81b,,ec0581f59520331b9ba5b1874c0ec0748fef003d4409d120f84cec3bd22bd996,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001744489.json,https://query1.finance.yahoo.com/v8/finance/chart/DIS
DLR,aios:bounded:sp500:dlr,aios:issuer:sec:0001297996,0001297996,"DIGITAL REALTY TRUST, INC.",DLR,2023-08-01,2025-01-01,yfinance,DLR,358,2023-08-01,2024-12-31,e24ee08a09939de9c5602d9546ca5cb916e329bcc2b6fbfd21f5fbaac2f19af2,,67748b1b687f207899b74eec6ac19924309ae264f6701de67b1af508267f16f8,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001297996.json,https://query1.finance.yahoo.com/v8/finance/chart/DLR
DLTR,aios:bounded:sp500:dltr,aios:issuer:sec:0000935703,0000935703,"DOLLAR TREE, INC.",DLTR,2023-08-01,2025-01-01,yfinance,DLTR,358,2023-08-01,2024-12-31,7a56a190d6bd311345b73b19dc7f5249d6a32fff589fc0ada167be1acfa9dded,,c5db5da7de57b4fbd41f77af6f854d0a03fedb738dc74ca51aaa73a6de857a39,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000935703.json,https://query1.finance.yahoo.com/v8/finance/chart/DLTR
DOV,aios:bounded:sp500:dov,aios:issuer:sec:0000029905,0000029905,DOVER Corp,DOV,2023-08-01,2025-01-01,yfinance,DOV,358,2023-08-01,2024-12-31,edaeb08fe587b0304f20f322f938c6476508b4aee5c6f30b1d505b867ce44c36,,a2813185ed0a137770bb51204ded1e7d4987b885433569781ae6cdf41bbf0c13,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000029905.json,https://query1.finance.yahoo.com/v8/finance/chart/DOV
DOW,aios:bounded:sp500:dow,aios:issuer:sec:0001751788,0001751788,DOW INC.,DOW,2023-08-01,2025-01-01,yfinance,DOW,358,2023-08-01,2024-12-31,224cf137465fd8ae3a9bfd0467c8660b77dce363c3d05fd566a3882e29cb2b55,,be6387b174ccb459a03569a08b95db4c85ab60da445b668f0aa5e8a5b3401acc,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001751788.json,https://query1.finance.yahoo.com/v8/finance/chart/DOW
DPZ,aios:bounded:sp500:dpz,aios:issuer:sec:0001286681,0001286681,DOMINOS PIZZA INC,DPZ,2023-08-01,2025-01-01,yfinance,DPZ,358,2023-08-01,2024-12-31,c126aef7463f328bc82847eeae44cc4283deeea72cf15c81c0663842ca326311,,617d18fab9b2249b120ee9f9e92131ac1865213568fcb2dffd3d8881e5633bc0,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001286681.json,https://query1.finance.yahoo.com/v8/finance/chart/DPZ
DRI,aios:bounded:sp500:dri,aios:issuer:sec:0000940944,0000940944,DARDEN RESTAURANTS INC,DRI,2023-08-01,2025-01-01,yfinance,DRI,358,2023-08-01,2024-12-31,fceb17fd2ea041ec2ad1b2f84b832704dd971aeacf7e85acee49d5034513d652,,0b4890291b057886660fcf7d6b819903b21ab5a073ae2002de6734cbf5c2023e,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000940944.json,https://query1.finance.yahoo.com/v8/finance/chart/DRI
DTE,aios:bounded:sp500:dte,aios:issuer:sec:0000936340,0000936340,DTE ENERGY CO,DTE,2023-08-01,2025-01-01,yfinance,DTE,358,2023-08-01,2024-12-31,8dd856aab8143d49f8fd9302229ad8e15028b1aa1b6f59ac79a9b3d1bbfeb040,,703bc9fd194b6f17c6142d4b4e8f272f909797bda25c712e74a94b0f42dea562,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000936340.json,https://query1.finance.yahoo.com/v8/finance/chart/DTE
DUK,aios:bounded:sp500:duk,aios:issuer:sec:0001326160,0001326160,Duke Energy CORP,DUK,2023-08-01,2025-01-01,yfinance,DUK,358,2023-08-01,2024-12-31,276222c00055aaa25e34d69b93759643498b0aaa679ae0b2ba30cc43c1f52155,,5833d4a3844c85b0f97476f13f951339228e60ac3dc399e55027f05b94f370ed,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001326160.json,https://query1.finance.yahoo.com/v8/finance/chart/DUK
DVA,aios:bounded:sp500:dva,aios:issuer:sec:0000927066,0000927066,DAVITA INC.,DVA,2023-08-01,2025-01-01,yfinance,DVA,358,2023-08-01,2024-12-31,a2d5d839fd158314ec118855e50f99c80ef4605a8d57013fa4c40d7d6e982389,,5e23b8eaaff1af7703395e775dbf174b776990bcc1e94d2a83964dd015a98caf,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000927066.json,https://query1.finance.yahoo.com/v8/finance/chart/DVA
