provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,KHC,aios:bounded:sp500:khc,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KHC
yfinance,KIM,aios:bounded:sp500:kim,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KIM
yfinance,KLAC,aios:bounded:sp500:klac,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KLAC
yfinance,KMB,aios:bounded:sp500:kmb,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KMB
yfinance,KMI,aios:bounded:sp500:kmi,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KMI
yfinance,KMX,aios:bounded:sp500:kmx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KMX
yfinance,KO,aios:bounded:sp500:ko,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KO
yfinance,KR,aios:bounded:sp500:kr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/KR
yfinance,L,aios:bounded:sp500:l,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/L
yfinance,LDOS,aios:bounded:sp500:ldos,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LDOS
yfinance,LEN,aios:bounded:sp500:len,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LEN
yfinance,LH,aios:bounded:sp500:lh,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LH
yfinance,LHX,aios:bounded:sp500:lhx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LHX
yfinance,LIN,aios:bounded:sp500:lin,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LIN
yfinance,LKQ,aios:bounded:sp500:lkq,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LKQ
yfinance,LLY,aios:bounded:sp500:lly,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LLY
yfinance,LMT,aios:bounded:sp500:lmt,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LMT
yfinance,LNT,aios:bounded:sp500:lnt,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LNT
yfinance,LOW,aios:bounded:sp500:low,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LOW
yfinance,LRCX,aios:bounded:sp500:lrcx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LRCX
yfinance,LUV,aios:bounded:sp500:luv,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LUV
yfinance,LVS,aios:bounded:sp500:lvs,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LVS
yfinance,LW,aios:bounded:sp500:lw,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LW
yfinance,LYB,aios:bounded:sp500:lyb,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LYB
yfinance,LYV,aios:bounded:sp500:lyv,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/LYV
