ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
COO,aios:bounded:sp500:coo,aios:issuer:sec:0000711404,0000711404,"COOPER COMPANIES, INC.",COO,2023-08-01,2025-01-01,yfinance,COO,358,2023-08-01,2024-12-31,962f5908b4337e5a93fda5cfc4ef50d5d5288def37598d1b8c22d133660d2213,,a22dd22df1bc91706391d922753c92c923ce18229efb3faeeab98a16450543cd,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000711404.json,https://query1.finance.yahoo.com/v8/finance/chart/COO
COP,aios:bounded:sp500:cop,aios:issuer:sec:0001163165,0001163165,CONOCOPHILLIPS,COP,2023-08-01,2025-01-01,yfinance,COP,358,2023-08-01,2024-12-31,49e474573f5d26f5d63f9aeff7917b72803643667b5a0bc4edaab58e94b8d222,,8f8185f849946d67de0ad4c5c1413cb31b23e20c029234079ba539f54690d78b,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001163165.json,https://query1.finance.yahoo.com/v8/finance/chart/COP
COST,aios:bounded:sp500:cost,aios:issuer:sec:0000909832,0000909832,COSTCO WHOLESALE CORP /NEW,COST,2023-08-01,2025-01-01,yfinance,COST,358,2023-08-01,2024-12-31,f417184262652e08d6d2e7e672b64cb19fd020a391c2f5a09747261598ecc098,,73d063e49a8883a3b0888703af90849bfad73e91b1ddfeac344ed03628817c9d,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000909832.json,https://query1.finance.yahoo.com/v8/finance/chart/COST
CPB,aios:bounded:sp500:cpb,aios:issuer:sec:0000016732,0000016732,CAMPBELL'S Co,CPB,2023-08-01,2025-01-01,yfinance,CPB,358,2023-08-01,2024-12-31,9a375501a69352393145254293af976e9a44ebec07a69ad456b1979400d2ba4b,,c4bdc5672db48affa1d37f8453b147fd1e356f80c9540a0450cb01ae32feb502,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000016732.json,https://query1.finance.yahoo.com/v8/finance/chart/CPB
CPRT,aios:bounded:sp500:cprt,aios:issuer:sec:0000900075,0000900075,COPART INC,CPRT,2023-08-01,2025-01-01,yfinance,CPRT,358,2023-08-01,2024-12-31,2bda254904abb76da58892f8151b2679149ec506b609b87b8d790cfa110c5f15,,0cee5b455a81d0aa3cab435bc65587e7f6449e3cebde8172a84c51b36552cade,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000900075.json,https://query1.finance.yahoo.com/v8/finance/chart/CPRT
CPT,aios:bounded:sp500:cpt,aios:issuer:sec:0000906345,0000906345,CAMDEN PROPERTY TRUST,CPT,2023-08-01,2025-01-01,yfinance,CPT,358,2023-08-01,2024-12-31,32920d09e69f62d89ad8085d36dfa2590ea09d0de5668ce86c4ef2925b3d519b,,e5ac1c97b6118a10dfce804243beba60bf3a375891dea3f53c550a901a4446d5,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000906345.json,https://query1.finance.yahoo.com/v8/finance/chart/CPT
CRL,aios:bounded:sp500:crl,aios:issuer:sec:0001100682,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,2023-08-01,2025-01-01,yfinance,CRL,358,2023-08-01,2024-12-31,1ebe4b09ad931b11f9f553f2ce31a41cd1de92ed3b5103835dac062df6f88d92,,65122595a01c4aab5b30dd2d35bfc6e054dd052f3749040893b22f6d528e7b70,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001100682.json,https://query1.finance.yahoo.com/v8/finance/chart/CRL
CRM,aios:bounded:sp500:crm,aios:issuer:sec:0001108524,0001108524,"Salesforce, Inc.",CRM,2023-08-01,2025-01-01,yfinance,CRM,358,2023-08-01,2024-12-31,151d7538fc57b919b68594a96134133d8db0e37e75c60ecef9e113259260301d,,246c0ed99e0bf70d25979ca522b860be2c9bbc47482a7b2c3d8f60a862195ea9,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001108524.json,https://query1.finance.yahoo.com/v8/finance/chart/CRM
CSCO,aios:bounded:sp500:csco,aios:issuer:sec:0000858877,0000858877,"CISCO SYSTEMS, INC.",CSCO,2023-08-01,2025-01-01,yfinance,CSCO,358,2023-08-01,2024-12-31,934f555c7cca25a1f7b325fe00b7aeab4d08562d33c20ed6fa14745741d62140,,bed801cafdabaa6d03ab00e9357346cf63a4cab00406b0c1e1426f5b29101c86,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000858877.json,https://query1.finance.yahoo.com/v8/finance/chart/CSCO
CSGP,aios:bounded:sp500:csgp,aios:issuer:sec:0001057352,0001057352,"COSTAR GROUP, INC.",CSGP,2023-08-01,2025-01-01,yfinance,CSGP,358,2023-08-01,2024-12-31,d6c7bae8d17bff9ce4bdc156d6b9d3e507cec1cab5e2b17c467338cdf4d1eb63,,00deaa2362d864196b2b66188f0caec9694fe9cb77f69d2cecc1ab5906f190b7,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001057352.json,https://query1.finance.yahoo.com/v8/finance/chart/CSGP
CSX,aios:bounded:sp500:csx,aios:issuer:sec:0000277948,0000277948,CSX CORP,CSX,2023-08-01,2025-01-01,yfinance,CSX,358,2023-08-01,2024-12-31,5626c86be689b4d28428c071924a64ca7ddff66d41ded0c26ecc777ce0c60f2a,,ae8b426334b9ba4bd6064d3470ad6c8512f88fdee85a9f65cf546d16cc380ac1,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000277948.json,https://query1.finance.yahoo.com/v8/finance/chart/CSX
CTAS,aios:bounded:sp500:ctas,aios:issuer:sec:0000723254,0000723254,CINTAS CORP,CTAS,2023-08-01,2025-01-01,yfinance,CTAS,358,2023-08-01,2024-12-31,ffc69456892d483e0f8ea0afa4ff76c92bcaa7fd5414c8c114f4a093164a72ea,,9762d81ab1dacd0e25442782fbfbe808e12209299a83f82f707db82b25da7a4b,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000723254.json,https://query1.finance.yahoo.com/v8/finance/chart/CTAS
CTRA,aios:bounded:sp500:ctra,,,,,2023-08-01,2025-01-01,yfinance,,,,,,,,rejected,SEC current ticker map has 0 records; manual review required,2026-07-17,,
CTSH,aios:bounded:sp500:ctsh,aios:issuer:sec:0001058290,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,2023-08-01,2025-01-01,yfinance,CTSH,358,2023-08-01,2024-12-31,ef94682dc8b67bd8e4cc1c6b95945f47e08140a54c9cd166ac04755bf2f7d793,,c28ffb81ed0c18fd4841a3b2c2ea9aba2d1275e47978e733c84abc8fd248e325,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001058290.json,https://query1.finance.yahoo.com/v8/finance/chart/CTSH
CTVA,aios:bounded:sp500:ctva,aios:issuer:sec:0001755672,0001755672,"Corteva, Inc.",CTVA,2023-08-01,2025-01-01,yfinance,CTVA,358,2023-08-01,2024-12-31,c782e5a7b0487356a527847f1be076853b81782d46bd9f1ed648d353dd7fc951,,fd4eb1afdb681ff2316809a8df61ed060cb60bf7bd71a8c9f39c6e5f9000b9c2,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0001755672.json,https://query1.finance.yahoo.com/v8/finance/chart/CTVA
CVS,aios:bounded:sp500:cvs,aios:issuer:sec:0000064803,0000064803,CVS HEALTH Corp,CVS,2023-08-01,2025-01-01,yfinance,CVS,358,2023-08-01,2024-12-31,621d63399322289771267ec465c48f41c09032c0eee2f20d86130653585c36be,,55b91830a9badb100c34cfc78811be20f348c7581cbb5d194819462425529fc3,accepted,,2026-07-17,https://data.sec.gov/submissions/CIK0000064803.json,https://query1.finance.yahoo.com/v8/finance/chart/CVS
