security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:pgr,aios:issuer:sec:0000080661,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000080661.json
aios:bounded:sp500:ph,aios:issuer:sec:0000076334,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000076334.json
aios:bounded:sp500:phm,aios:issuer:sec:0000822416,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000822416.json
aios:bounded:sp500:pkg,aios:issuer:sec:0000075677,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000075677.json
aios:bounded:sp500:pld,aios:issuer:sec:0001045609,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001045609.json
aios:bounded:sp500:pm,aios:issuer:sec:0001413329,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001413329.json
aios:bounded:sp500:pnc,aios:issuer:sec:0000713676,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000713676.json
aios:bounded:sp500:pnr,aios:issuer:sec:0000077360,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000077360.json
aios:bounded:sp500:pnw,aios:issuer:sec:0000764622,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000764622.json
aios:bounded:sp500:podd,aios:issuer:sec:0001145197,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001145197.json
aios:bounded:sp500:pool,aios:issuer:sec:0000945841,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000945841.json
aios:bounded:sp500:ppg,aios:issuer:sec:0000079879,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000079879.json
aios:bounded:sp500:ppl,aios:issuer:sec:0000922224,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000922224.json
aios:bounded:sp500:pru,aios:issuer:sec:0001137774,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001137774.json
aios:bounded:sp500:psa,aios:issuer:sec:0001393311,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001393311.json
aios:bounded:sp500:psx,aios:issuer:sec:0001534701,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001534701.json
aios:bounded:sp500:ptc,aios:issuer:sec:0000857005,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000857005.json
aios:bounded:sp500:pwr,aios:issuer:sec:0001050915,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001050915.json
aios:bounded:sp500:pypl,aios:issuer:sec:0001633917,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001633917.json
aios:bounded:sp500:qcom,aios:issuer:sec:0000804328,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000804328.json
aios:bounded:sp500:rcl,aios:issuer:sec:0000884887,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000884887.json
aios:bounded:sp500:reg,aios:issuer:sec:0000910606,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000910606.json
aios:bounded:sp500:regn,aios:issuer:sec:0000872589,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000872589.json
aios:bounded:sp500:rf,aios:issuer:sec:0001281761,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001281761.json
aios:bounded:sp500:rjf,aios:issuer:sec:0000720005,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000720005.json
