issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0000813828,Paramount Global,PARA,0000813828,2023-08-01,2025-01-01,2026-07-18,https://www.sec.gov/Archives/edgar/data/813828/000081382824000007/para-20231231.htm
