provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,BEN,aios:bounded:sp500:ben,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BEN
yfinance,BIIB,aios:bounded:sp500:biib,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BIIB
yfinance,BKNG,aios:bounded:sp500:bkng,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BKNG
yfinance,BKR,aios:bounded:sp500:bkr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BKR
yfinance,BMY,aios:bounded:sp500:bmy,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BMY
yfinance,BR,aios:bounded:sp500:br,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BR
yfinance,BRO,aios:bounded:sp500:bro,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BRO
yfinance,BSX,aios:bounded:sp500:bsx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BSX
yfinance,BWA,aios:bounded:sp500:bwa,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BWA
yfinance,BXP,aios:bounded:sp500:bxp,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BXP
yfinance,CAG,aios:bounded:sp500:cag,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CAG
yfinance,CAH,aios:bounded:sp500:cah,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CAH
yfinance,CARR,aios:bounded:sp500:carr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CARR
yfinance,CB,aios:bounded:sp500:cb,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CB
yfinance,CBOE,aios:bounded:sp500:cboe,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CBOE
yfinance,CBRE,aios:bounded:sp500:cbre,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CBRE
yfinance,CCI,aios:bounded:sp500:cci,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CCI
yfinance,CCL,aios:bounded:sp500:ccl,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CCL
yfinance,CDNS,aios:bounded:sp500:cdns,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CDNS
