provider,provider_symbol,security_id,data_start,data_end,mapping_status,verified_date,source
yfinance,AAPL,aios:bounded:sp500:aapl,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AAPL
yfinance,AMZN,aios:bounded:sp500:amzn,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/AMZN
yfinance,BA,aios:bounded:sp500:ba,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BA
yfinance,BAC,aios:bounded:sp500:bac,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/BAC
yfinance,CAT,aios:bounded:sp500:cat,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CAT
yfinance,CDW,aios:bounded:sp500:cdw,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CDW
yfinance,CE,aios:bounded:sp500:ce,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CE
yfinance,CEG,aios:bounded:sp500:ceg,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CEG
yfinance,CF,aios:bounded:sp500:cf,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CF
yfinance,CFG,aios:bounded:sp500:cfg,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CFG
yfinance,CHD,aios:bounded:sp500:chd,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CHD
yfinance,CHRW,aios:bounded:sp500:chrw,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CHRW
yfinance,CHTR,aios:bounded:sp500:chtr,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CHTR
yfinance,CI,aios:bounded:sp500:ci,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CI
yfinance,CINF,aios:bounded:sp500:cinf,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CINF
yfinance,CL,aios:bounded:sp500:cl,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CL
yfinance,CLX,aios:bounded:sp500:clx,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CLX
yfinance,CMCSA,aios:bounded:sp500:cmcsa,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CMCSA
yfinance,CME,aios:bounded:sp500:cme,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CME
yfinance,CMG,aios:bounded:sp500:cmg,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CMG
yfinance,CMI,aios:bounded:sp500:cmi,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CMI
yfinance,CMS,aios:bounded:sp500:cms,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CMS
yfinance,CNC,aios:bounded:sp500:cnc,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CNC
yfinance,CNP,aios:bounded:sp500:cnp,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/CNP
yfinance,COF,aios:bounded:sp500:cof,2023-08-01,2025-01-01,verified,2026-07-17,https://query1.finance.yahoo.com/v8/finance/chart/COF
