issuer_id,canonical_name,canonical_ticker,cik,effective_start,effective_end,verified_date,source
aios:issuer:sec:0001551152,AbbVie Inc.,ABBV,0001551152,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001551152.json
aios:issuer:sec:0000001800,ABBOTT LABORATORIES,ABT,0000001800,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000001800.json
aios:issuer:sec:0001467373,Accenture plc,ACN,0001467373,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001467373.json
aios:issuer:sec:0000796343,ADOBE INC.,ADBE,0000796343,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000796343.json
aios:issuer:sec:0000006281,ANALOG DEVICES INC,ADI,0000006281,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000006281.json
aios:issuer:sec:0000007084,Archer-Daniels-Midland Co,ADM,0000007084,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000007084.json
aios:issuer:sec:0000008670,AUTOMATIC DATA PROCESSING INC,ADP,0000008670,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000008670.json
aios:issuer:sec:0000769397,"Autodesk, Inc.",ADSK,0000769397,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000769397.json
aios:issuer:sec:0001002910,AMEREN CORP,AEE,0001002910,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001002910.json
aios:issuer:sec:0000004904,AMERICAN ELECTRIC POWER CO INC,AEP,0000004904,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000004904.json
aios:issuer:sec:0000874761,AES CORP,AES,0000874761,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000874761.json
aios:issuer:sec:0001086222,AKAMAI TECHNOLOGIES INC,AKAM,0001086222,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001086222.json
aios:issuer:sec:0000915913,ALBEMARLE CORP,ALB,0000915913,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000915913.json
aios:issuer:sec:0001097149,ALIGN TECHNOLOGY INC,ALGN,0001097149,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001097149.json
aios:issuer:sec:0001579241,Allegion plc,ALLE,0001579241,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001579241.json
aios:issuer:sec:0000006951,APPLIED MATERIALS INC /DE,AMAT,0000006951,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000006951.json
aios:issuer:sec:0000002488,ADVANCED MICRO DEVICES INC,AMD,0000002488,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000002488.json
aios:issuer:sec:0001037868,AMETEK INC/,AME,0001037868,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001037868.json
aios:issuer:sec:0000318154,AMGEN INC,AMGN,0000318154,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000318154.json
aios:issuer:sec:0001053507,AMERICAN TOWER CORP /MA/,AMT,0001053507,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001053507.json
aios:issuer:sec:0001596532,"Arista Networks, Inc.",ANET,0001596532,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001596532.json
aios:issuer:sec:0000091142,SMITH A O CORP,AOS,0000091142,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000091142.json
aios:issuer:sec:0000002969,"Air Products & Chemicals, Inc.",APD,0000002969,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000002969.json
aios:issuer:sec:0000820313,AMPHENOL CORP /DE/,APH,0000820313,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000820313.json
aios:issuer:sec:0001410636,"American Water Works Company, Inc.",AWK,0001410636,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001410636.json
