security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:rl,aios:issuer:sec:0001037038,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001037038.json
aios:bounded:sp500:rmd,aios:issuer:sec:0000943819,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000943819.json
aios:bounded:sp500:rok,aios:issuer:sec:0001024478,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001024478.json
aios:bounded:sp500:rol,aios:issuer:sec:0000084839,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000084839.json
aios:bounded:sp500:rop,aios:issuer:sec:0000882835,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000882835.json
aios:bounded:sp500:rost,aios:issuer:sec:0000745732,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000745732.json
aios:bounded:sp500:rsg,aios:issuer:sec:0001060391,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001060391.json
aios:bounded:sp500:rtx,aios:issuer:sec:0000101829,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000101829.json
aios:bounded:sp500:rvty,aios:issuer:sec:0000031791,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000031791.json
aios:bounded:sp500:sbac,aios:issuer:sec:0001034054,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001034054.json
aios:bounded:sp500:sbux,aios:issuer:sec:0000829224,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000829224.json
aios:bounded:sp500:schw,aios:issuer:sec:0000316709,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000316709.json
aios:bounded:sp500:shw,aios:issuer:sec:0000089800,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000089800.json
aios:bounded:sp500:sjm,aios:issuer:sec:0000091419,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000091419.json
aios:bounded:sp500:slb,aios:issuer:sec:0000087347,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000087347.json
aios:bounded:sp500:sna,aios:issuer:sec:0000091440,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000091440.json
aios:bounded:sp500:snps,aios:issuer:sec:0000883241,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000883241.json
aios:bounded:sp500:so,aios:issuer:sec:0000092122,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000092122.json
aios:bounded:sp500:spg,aios:issuer:sec:0001063761,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001063761.json
aios:bounded:sp500:spgi,aios:issuer:sec:0000064040,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000064040.json
aios:bounded:sp500:sre,aios:issuer:sec:0001032208,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001032208.json
aios:bounded:sp500:ste,aios:issuer:sec:0001757898,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001757898.json
aios:bounded:sp500:stld,aios:issuer:sec:0001022671,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001022671.json
aios:bounded:sp500:stt,aios:issuer:sec:0000093751,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0000093751.json
aios:bounded:sp500:stx,aios:issuer:sec:0001137789,2023-08-01,2025-01-01,2026-07-18,https://data.sec.gov/submissions/CIK0001137789.json
