security_id,issuer_id,effective_start,effective_end,verified_date,source
aios:bounded:sp500:ma,aios:issuer:sec:0001141391,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001141391.json
aios:bounded:sp500:maa,aios:issuer:sec:0000912595,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000912595.json
aios:bounded:sp500:mar,aios:issuer:sec:0001048286,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001048286.json
aios:bounded:sp500:mas,aios:issuer:sec:0000062996,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000062996.json
aios:bounded:sp500:mcd,aios:issuer:sec:0000063908,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000063908.json
aios:bounded:sp500:mchp,aios:issuer:sec:0000827054,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000827054.json
aios:bounded:sp500:mck,aios:issuer:sec:0000927653,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000927653.json
aios:bounded:sp500:mco,aios:issuer:sec:0001059556,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001059556.json
aios:bounded:sp500:mdlz,aios:issuer:sec:0001103982,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001103982.json
aios:bounded:sp500:mdt,aios:issuer:sec:0001613103,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001613103.json
aios:bounded:sp500:met,aios:issuer:sec:0001099219,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001099219.json
aios:bounded:sp500:meta,aios:issuer:sec:0001326801,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001326801.json
aios:bounded:sp500:mgm,aios:issuer:sec:0000789570,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000789570.json
aios:bounded:sp500:mhk,aios:issuer:sec:0000851968,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000851968.json
aios:bounded:sp500:mkc,aios:issuer:sec:0000063754,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000063754.json
aios:bounded:sp500:mktx,aios:issuer:sec:0001278021,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001278021.json
aios:bounded:sp500:mlm,aios:issuer:sec:0000916076,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000916076.json
aios:bounded:sp500:mmm,aios:issuer:sec:0000066740,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000066740.json
aios:bounded:sp500:mnst,aios:issuer:sec:0000865752,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000865752.json
aios:bounded:sp500:mo,aios:issuer:sec:0000764180,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0000764180.json
aios:bounded:sp500:moh,aios:issuer:sec:0001179929,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001179929.json
aios:bounded:sp500:mos,aios:issuer:sec:0001285785,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001285785.json
aios:bounded:sp500:mpc,aios:issuer:sec:0001510295,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001510295.json
aios:bounded:sp500:mpwr,aios:issuer:sec:0001280452,2023-08-01,2025-01-01,2026-07-17,https://data.sec.gov/submissions/CIK0001280452.json
