ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
TSLA,aios:bounded:sp500:tsla,aios:issuer:sec:0001318605,0001318605,"Tesla, Inc.",TSLA,2023-08-01,2025-01-01,yfinance,TSLA,358,2023-08-01,2024-12-31,95342c0f9a7925adca02aee3caa5ec37a80afe05e01ce85557619b4a046dfeb6,,a2aa234aa06cb019552fe1d67c900a7356231aad039a2d1b377cf5a7b922bf66,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001318605.json,https://query1.finance.yahoo.com/v8/finance/chart/TSLA
TSN,aios:bounded:sp500:tsn,aios:issuer:sec:0000100493,0000100493,"TYSON FOODS, INC.",TSN,2023-08-01,2025-01-01,yfinance,TSN,358,2023-08-01,2024-12-31,6d049e5098ac9898e6ac75f0ae491af07939bcdae1286ebaccc79551202e7cd3,,4d5c9f74f15e4838c9b2613d9d93a0f4742557f41a060b6d95c1d9a765712e17,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000100493.json,https://query1.finance.yahoo.com/v8/finance/chart/TSN
TT,aios:bounded:sp500:tt,aios:issuer:sec:0001466258,0001466258,Trane Technologies plc,TT,2023-08-01,2025-01-01,yfinance,TT,358,2023-08-01,2024-12-31,c4334528c448b68fa9e69092f3c8eabf29774c8a23d0e7406402661d0023f164,,fb6ab0cd66d6f4378f3e2493d8f5f13ed4c68c31e5cef54522fd84399bd50203,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001466258.json,https://query1.finance.yahoo.com/v8/finance/chart/TT
TTWO,aios:bounded:sp500:ttwo,aios:issuer:sec:0000946581,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,2023-08-01,2025-01-01,yfinance,TTWO,358,2023-08-01,2024-12-31,5cb40ea2ce8e1ead20ba7926a246088b380dc01458c39cc032f6ff03968092d9,,59ea63c9fa0dea49460eb8d9c0d9464a33e32d55020e7a8418a6ad21bc8b5582,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000946581.json,https://query1.finance.yahoo.com/v8/finance/chart/TTWO
TXN,aios:bounded:sp500:txn,aios:issuer:sec:0000097476,0000097476,TEXAS INSTRUMENTS INC,TXN,2023-08-01,2025-01-01,yfinance,TXN,358,2023-08-01,2024-12-31,f4d0e1f179072f4849c002230fc7e9d1e9efb9c4cb0e3cda24f43f936d734a6b,,55d7625e4441ade7c5f6f2f84a0377be5a01402e0a891f79afbbae3648f45d71,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000097476.json,https://query1.finance.yahoo.com/v8/finance/chart/TXN
TXT,aios:bounded:sp500:txt,aios:issuer:sec:0000217346,0000217346,TEXTRON INC,TXT,2023-08-01,2025-01-01,yfinance,TXT,358,2023-08-01,2024-12-31,e656264efd838fc6bf3f534ecfa9e858c174a665ed355bcfa2c393a056a54682,,84a0b1b31d65856b63e097ec5bdd9849074d9591100dd27ae25c08828b1a6a81,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000217346.json,https://query1.finance.yahoo.com/v8/finance/chart/TXT
TYL,aios:bounded:sp500:tyl,aios:issuer:sec:0000860731,0000860731,TYLER TECHNOLOGIES INC,TYL,2023-08-01,2025-01-01,yfinance,TYL,358,2023-08-01,2024-12-31,997eb05d1b97af5507135f24c452e48054904b625043565472b8846d177e9fb7,,6f314adf5f7373976164e5b9b6786058e8014bc5c88327d35f9e3c845d90d950,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000860731.json,https://query1.finance.yahoo.com/v8/finance/chart/TYL
UAL,aios:bounded:sp500:ual,aios:issuer:sec:0000100517,0000100517,"United Airlines Holdings, Inc.",UAL,2023-08-01,2025-01-01,yfinance,UAL,358,2023-08-01,2024-12-31,412f523a17ab1e9ccd3acb27414511ccca68eca5ea6bde289ad4ba50fcca5f70,,f33069419b08af60a4b9023a39843c68424ef5cd03364d2a6a1c276554e892ec,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000100517.json,https://query1.finance.yahoo.com/v8/finance/chart/UAL
UDR,aios:bounded:sp500:udr,aios:issuer:sec:0000074208,0000074208,"UDR, Inc.",UDR,2023-08-01,2025-01-01,yfinance,UDR,358,2023-08-01,2024-12-31,3caac73c1eab88199ccec68f750f8261566911b87d656e4e45a2e31cd7cce452,,5ab4e5c6b26e2a01fac82d97901ba214b711647272c62b7cd96329d204e7566d,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000074208.json,https://query1.finance.yahoo.com/v8/finance/chart/UDR
UHS,aios:bounded:sp500:uhs,aios:issuer:sec:0000352915,0000352915,UNIVERSAL HEALTH SERVICES INC,UHS,2023-08-01,2025-01-01,yfinance,UHS,358,2023-08-01,2024-12-31,0a862544d4613d7533de5672ca061607cb017375bfd3b100e28ace3e1aaf4691,,6a0814042d370d01ec5194b7bf17db7d3bdde64e379018abdcf8bddfd0e1a3fa,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000352915.json,https://query1.finance.yahoo.com/v8/finance/chart/UHS
