ticker,security_id,issuer_id,cik,sec_name,sec_ticker,assignment_start,assignment_end,provider,provider_symbol,provider_rows,provider_first_date,provider_last_date,sec_payload_sha256,sec_history_sources,price_payload_sha256,review_status,reason,verified_date,sec_source,provider_source
ULTA,aios:bounded:sp500:ulta,aios:issuer:sec:0001403568,0001403568,"Ulta Beauty, Inc.",ULTA,2023-08-01,2025-01-01,yfinance,ULTA,358,2023-08-01,2024-12-31,820451eaa135f8ec7f64c0311ce8c44c199b0c5033310ed58a29cc47f657f70b,,293d4a34534581c7ab67ed4403e34a11ddfaee84300dcdceff189df3a81ff714,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001403568.json,https://query1.finance.yahoo.com/v8/finance/chart/ULTA
UNH,aios:bounded:sp500:unh,aios:issuer:sec:0000731766,0000731766,UNITEDHEALTH GROUP INC,UNH,2023-08-01,2025-01-01,yfinance,UNH,358,2023-08-01,2024-12-31,d525e350adb44e31bbca230667dcf16fc090575a9ae4c974503608308e6c2bd9,,33430cef93589a8fdd7c0b800173fafda2865133c010312835d76395adc8919e,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000731766.json,https://query1.finance.yahoo.com/v8/finance/chart/UNH
UNP,aios:bounded:sp500:unp,aios:issuer:sec:0000100885,0000100885,UNION PACIFIC CORP,UNP,2023-08-01,2025-01-01,yfinance,UNP,358,2023-08-01,2024-12-31,9bf4b310cd2fb1904bd17c377713b50616a50960be1ff634af18f1704cd5873b,,b8b3c41488be90b065979d4063679df13051824894bc70090c128f9cd439b4b0,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000100885.json,https://query1.finance.yahoo.com/v8/finance/chart/UNP
UPS,aios:bounded:sp500:ups,aios:issuer:sec:0001090727,0001090727,UNITED PARCEL SERVICE INC,UPS,2023-08-01,2025-01-01,yfinance,UPS,358,2023-08-01,2024-12-31,5635bd8e3837161a361f08d3e1f9cfa67fdaa87270954e226754796bb8e79513,,103be8885095b131bd4a841e3b2efcbf34841de317756355b36f2de1f13bba8c,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001090727.json,https://query1.finance.yahoo.com/v8/finance/chart/UPS
URI,aios:bounded:sp500:uri,aios:issuer:sec:0001067701,0001067701,"UNITED RENTALS, INC.",URI,2023-08-01,2025-01-01,yfinance,URI,358,2023-08-01,2024-12-31,c2b97193a1ca4e74134296988b92dfdaea21209f3be99c877adbf88b872adffe,,625fef92beb6f641e97e153f98c20f165a0825371a64d70324566d6016357bca,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001067701.json,https://query1.finance.yahoo.com/v8/finance/chart/URI
USB,aios:bounded:sp500:usb,aios:issuer:sec:0000036104,0000036104,US BANCORP \DE\,USB,2023-08-01,2025-01-01,yfinance,USB,358,2023-08-01,2024-12-31,79bc4e958cb7a803e615dab1d077913f1733152fd9f26160b961ac3d506d3292,,483a46fdcd9914be58f73c0415064675fad2cb650c90598a6e0dcb63745d95a4,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000036104.json,https://query1.finance.yahoo.com/v8/finance/chart/USB
V,aios:bounded:sp500:v,aios:issuer:sec:0001403161,0001403161,VISA INC.,V,2023-08-01,2025-01-01,yfinance,V,358,2023-08-01,2024-12-31,cbab8eca657b5abf1ff6ab8916626c1105355d03e528cbaca5f71cd9e681dbe4,,ec9009483cc3167df1387b7586e093f68e276b2a75d0f92f6c05fe1c9a5cbd04,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001403161.json,https://query1.finance.yahoo.com/v8/finance/chart/V
VICI,aios:bounded:sp500:vici,aios:issuer:sec:0001705696,0001705696,VICI PROPERTIES INC.,VICI,2023-08-01,2025-01-01,yfinance,VICI,358,2023-08-01,2024-12-31,fdc221b5a2c52f135c64446b534cd5c1f6a1a8357088acc420acd25db913e220,,2016ff01997bbb6fb2df9a29f1499b0323b413cf8f2faeab7835e2bb00325d2b,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001705696.json,https://query1.finance.yahoo.com/v8/finance/chart/VICI
VLO,aios:bounded:sp500:vlo,aios:issuer:sec:0001035002,0001035002,VALERO ENERGY CORP/TX,VLO,2023-08-01,2025-01-01,yfinance,VLO,358,2023-08-01,2024-12-31,ade1886527d865af69e158b4c214d6b67d58c57d6ee6140dc850935983861b87,,137064640eb3395835fade580caa2db169a67c683b4c990d57efaa9cb12006f9,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001035002.json,https://query1.finance.yahoo.com/v8/finance/chart/VLO
VMC,aios:bounded:sp500:vmc,aios:issuer:sec:0001396009,0001396009,Vulcan Materials CO,VMC,2023-08-01,2025-01-01,yfinance,VMC,358,2023-08-01,2024-12-31,cfcdb29d83774a8450c0f4173b6c622bc240e51215d011e2d48bc078f88e91de,,8017b09cc3757e76025a959a0a5980ad84bfcb907a0e85655470d764791c4be8,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001396009.json,https://query1.finance.yahoo.com/v8/finance/chart/VMC
VRSK,aios:bounded:sp500:vrsk,aios:issuer:sec:0001442145,0001442145,"Verisk Analytics, Inc.",VRSK,2023-08-01,2025-01-01,yfinance,VRSK,358,2023-08-01,2024-12-31,08383f16df71efa03c0ccf7e5caeffbf83a231b39ed299171fc43c997a363906,,9868d27d4353bd20970aff54efce6e957371faca92fa4c85eaaa57e5521a2510,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001442145.json,https://query1.finance.yahoo.com/v8/finance/chart/VRSK
VRSN,aios:bounded:sp500:vrsn,aios:issuer:sec:0001014473,0001014473,VERISIGN INC/CA,VRSN,2023-08-01,2025-01-01,yfinance,VRSN,358,2023-08-01,2024-12-31,35011f143275c8a7b3714c50bb08d997fd2eea5419b9da03db359e24d25c6b59,,8326374a6621e623a72ff49f7ffe8c782bc7c0f8512a3bb8d119620590a3fb87,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001014473.json,https://query1.finance.yahoo.com/v8/finance/chart/VRSN
VRTX,aios:bounded:sp500:vrtx,aios:issuer:sec:0000875320,0000875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,2023-08-01,2025-01-01,yfinance,VRTX,358,2023-08-01,2024-12-31,7dca8e6d6b2ea8a2a762b5b6719a1a34f9094717822ad69794e946ad90d9aad7,,541e958a94783536eaa1e4e4bf27456c5cbedb90beeb7f443aa877d1ffeaf8d2,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000875320.json,https://query1.finance.yahoo.com/v8/finance/chart/VRTX
VTR,aios:bounded:sp500:vtr,aios:issuer:sec:0000740260,0000740260,"Ventas, Inc.",VTR,2023-08-01,2025-01-01,yfinance,VTR,358,2023-08-01,2024-12-31,4a4095eb6e999b32266239c2071c2f02c3e9521ff4d2973208dca4a6ec61f243,,144cf0d52e1843a398a3c7d37ef2b1056ca0cf5c641ef7ef58f887ca5baf70cb,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0000740260.json,https://query1.finance.yahoo.com/v8/finance/chart/VTR
VTRS,aios:bounded:sp500:vtrs,aios:issuer:sec:0001792044,0001792044,Viatris Inc,VTRS,2023-08-01,2025-01-01,yfinance,VTRS,358,2023-08-01,2024-12-31,77765d805584df86d19f5bd95e262c18cda52fa8dc82c198153b8bdc3e2900e7,,ab2b146ed73ff50dbd54bd4a0825534eba81f181901da1964276542f26c63c47,accepted,,2026-07-18,https://data.sec.gov/submissions/CIK0001792044.json,https://query1.finance.yahoo.com/v8/finance/chart/VTRS
